property_id,listing_status,listing_type,listing_date,building___society,area___locality,city,pincode,property_type,bedrooms__bhk,bathrooms,area__sq__ft,area_type,floor_number,total_floors,furnishing,facing_direction,parking__cars,property_age__yrs,amenities,asking_price__â_¹,monthly_rent__â_¹,security_deposit__â_¹,maint____month__â_¹,price_negotiable,commission,owner_name,owner_phone,price_per_sqft,rent_per_sqft,normalized_location,maint___month__â_¹
RENT-SHOP-308,Available,Rent,2023-09-26,Vaidya Gardens,Jesal Park,Mira Bhayandar,401105.0,Shop,,1,1199,Carpet,13,2,Unfurnished,North-East,1,17,strategize B2C eyeballs,,74000.0,370000.0,0.0,0,2.0,Agastya Savant,6508229856.0,,61.71809841534612,jesal park,
RENT-APAR-309,Available,Rent,2023-12-08,Sathe Heights,Kanakia,Mira Bhayandar,401107.0,Apartment,4.0,5,1352,Carpet,6,17,Semi-Furnished,West,0,14,synergize B2C e-business,,41000.0,82000.0,4184.0,0,2.0,William Bali,911513642019.0,,30.325443786982248,kanakia,
SALE-BUNG-310,Available,Sale,2023-12-19,Bhatti Plaza,Beverly Park,Mira Bhayandar,401105.0,Bungalow,3.0,5,2128,Built-up,0,2,Semi-Furnished,North-East,0,20,engage end-to-end e-business,28100000.0,,,0.0,0,2.0,Vincent Palan,9802691805.0,13204.887218045113,,beverly park,
RENT-OFFI-311,Available,Rent,2023-09-24,Comar Gardens,Golden Nest,Mira Bhayandar,401105.0,Office Space,,0,845,Built-up,5,2,Unfurnished,East,0,3,empower ubiquitous eyeballs,,53000.0,159000.0,0.0,1,1.0,Sachi Chopra,2162927293.0,,62.72189349112426,golden nest,
RENT-OFFI-312,Available,Rent,2023-09-29,Merchant Apartments,Golden Nest,Mira Bhayandar,401107.0,Office Space,,0,1701,Built-up,19,2,Unfurnished,South-West,0,1,engage plug-and-play e-commerce,,121000.0,484000.0,0.0,1,2.0,Tamanna Jhaveri,1250935720.0,,71.13462669018224,golden nest,
SALE-BUNG-313,Available,Sale,2025-03-27,Sane Complex,Beverly Park,Mira Bhayandar,401101.0,Bungalow,3.0,5,3355,Built-up,0,2,Semi-Furnished,South,2,14,drive next-generation solutions,44200000.0,,,0.0,1,2.0,Omkaar Narayan,918547042768.0,13174.366616989568,,beverly park,
SALE-SHOP-314,Available,Sale,2025-05-21,Keer Park,Jesal Park,Mira Bhayandar,401105.0,Shop,,0,811,Carpet,22,2,Unfurnished,South-West,2,25,aggregate efficient experiences,30500000.0,,,0.0,1,2.0,Abhiram Apte,916189913123.0,37607.8914919852,,jesal park,
SALE-SHOP-315,Available,Sale,2024-07-10,Chopra Park,Kanakia,Mira Bhayandar,401107.0,Shop,,1,796,Built-up,8,2,Unfurnished,East,2,21,redefine killer content,18800000.0,,,0.0,1,1.0,Fariq Ramakrishnan,3209385782.0,23618.090452261305,,kanakia,
RENT-OFFI-316,Available,Rent,2024-06-07,Sama Greens,Shanti Nagar,Mira Bhayandar,401101.0,Office Space,,1,937,Built-up,19,2,Semi-Furnished,North,0,13,target front-end platforms,,199000.0,995000.0,0.0,1,2.0,Aarini Dara,919473027520.0,,212.3799359658485,shanti nagar,
RENT-OFFI-317,Available,Rent,2023-08-19,Nair Gardens,Beverly Park,Mira Bhayandar,401105.0,Office Space,,1,1355,Built-up,20,2,Fully Furnished,South-West,1,25,expedite bricks-and-clicks convergence,,188000.0,376000.0,0.0,1,2.0,Lopa Sastry,916708601736.0,,138.74538745387454,beverly park,
SALE-BUNG-318,Available,Sale,2023-10-19,Warrior Park,Mira Road East,Mira Bhayandar,401105.0,Bungalow,4.0,5,2289,Built-up,0,2,Semi-Furnished,North-East,1,18,iterate B2C communities,49000000.0,,,0.0,1,2.0,Oni Thaman,6894739537.0,21406.727828746178,,mira road east,
RENT-APAR-319,Available,Rent,2025-01-27,Mahal Towers,Shivar Garden,Mira Bhayandar,401105.0,Apartment,1.0,1,698,Built-up,2,8,Semi-Furnished,West,1,13,mesh cross-media content,,23000.0,46000.0,2394.0,0,2.0,Shravya Loke,3147008596.0,,32.9512893982808,shivar garden,
RENT-SHOP-320,Available,Rent,2023-09-17,Bains Gardens,Shivar Garden,Mira Bhayandar,401101.0,Shop,,0,1760,Built-up,12,2,Unfurnished,West,0,16,exploit dynamic solutions,,99000.0,396000.0,0.0,1,2.0,Jalsa Ray,914077174491.0,,56.25,shivar garden,
RENT-OFFI-321,Available,Rent,2024-08-13,Apte Gardens,Shivar Garden,Mira Bhayandar,401105.0,Office Space,,1,280,Built-up,15,2,Unfurnished,North,1,17,deliver visionary networks,,131000.0,655000.0,0.0,1,1.0,Dayamai Chokshi,2639434242.0,,467.8571428571428,shivar garden,
SALE-OFFI-322,Available,Sale,2023-11-17,Dave Apartments,Bhayandar West,Mira Bhayandar,401101.0,Office Space,,0,1170,Built-up,20,2,Unfurnished,South-West,1,19,strategize best-of-breed applications,13100000.0,,,0.0,1,1.0,Zashil Mishra,910173623389.0,11196.581196581195,,bhayandar west,
SALE-OFFI-323,Available,Sale,2024-10-27,Magar Greens,Shanti Nagar,Mira Bhayandar,401101.0,Office Space,,0,899,Built-up,6,2,Semi-Furnished,North,2,10,productize mission-critical solutions,14800000.0,,,0.0,1,1.0,Luke Merchant,2904528704.0,16462.73637374861,,shanti nagar,
SALE-BUNG-324,Available,Sale,2024-12-26,Bahri Towers,Jesal Park,Mira Bhayandar,401105.0,Bungalow,4.0,6,2711,Carpet,0,2,Fully Furnished,North,1,8,benchmark transparent solutions,37400000.0,,,0.0,1,2.0,Wishi Oommen,8868355624.0,13795.647362596828,,jesal park,
SALE-BUNG-325,Available,Sale,2024-11-19,Issac Heights,Shivar Garden,Mira Bhayandar,401101.0,Bungalow,3.0,5,3412,Carpet,0,2,Semi-Furnished,East,0,24,engage seamless paradigms,42600000.0,,,0.0,1,1.0,Brinda Ray,2644552852.0,12485.345838218054,,shivar garden,
SALE-APAR-326,Available,Sale,2024-09-05,Kapur Heights,Golden Nest,Mira Bhayandar,401105.0,Apartment,1.0,2,464,Carpet,4,21,Fully Furnished,West,1,6,facilitate granular initiatives,4500000.0,,,1580.0,1,2.0,Vincent Kulkarni,6052416518.0,9698.275862068966,,golden nest,
RENT-SHOP-327,Available,Rent,2023-10-16,Sankar Park,Bhayandar East,Mira Bhayandar,401105.0,Shop,,0,1996,Built-up,16,2,Unfurnished,South-West,2,20,transform global markets,,68000.0,136000.0,0.0,1,2.0,Hardik Buch,7439402321.0,,34.06813627254509,bhayandar east,
SALE-SHOP-328,Available,Sale,2024-03-09,Sem Towers,Naya Nagar,Mira Bhayandar,401101.0,Shop,,1,609,Built-up,18,2,Unfurnished,South,1,6,aggregate robust models,24100000.0,,,0.0,1,1.0,Daksha Date,5803150193.0,39573.07060755337,,naya nagar,
RENT-SHOP-329,Available,Rent,2024-06-17,Tripathi Residency,Bhayandar East,Mira Bhayandar,401101.0,Shop,,1,1841,Carpet,8,2,Unfurnished,West,0,7,re-intermediate open-source e-business,,71000.0,355000.0,0.0,1,1.0,Kala Baria,6517913805.0,,38.56599674090168,bhayandar east,
SALE-SHOP-330,Available,Sale,2023-09-02,Gokhale Gardens,Bhayandar West,Mira Bhayandar,401101.0,Shop,,0,2471,Carpet,14,2,Unfurnished,South-West,0,7,utilize B2B partnerships,10900000.0,,,0.0,1,2.0,Harshil Aggarwal,6501961018.0,4411.169566976932,,bhayandar west,
SALE-OFFI-331,Available,Sale,2024-02-13,Bahl Enclave,Golden Nest,Mira Bhayandar,401101.0,Office Space,,1,1162,Built-up,3,2,Unfurnished,South,2,12,extend dynamic vortals,7300000.0,,,0.0,1,2.0,Yauvani Toor,6933055193.0,6282.271944922547,,golden nest,
SALE-BUNG-332,Available,Sale,2024-05-22,Ramachandran Enclave,Beverly Park,Mira Bhayandar,401101.0,Bungalow,5.0,6,2691,Carpet,0,2,Fully Furnished,South-West,0,9,incentivize web-enabled deliverables,33600000.0,,,0.0,0,2.0,Wishi Kala,9596334549.0,12486.064659977705,,beverly park,
RENT-OFFI-333,Available,Rent,2024-03-16,Dugar Complex,Bhayandar West,Mira Bhayandar,401107.0,Office Space,,0,776,Carpet,12,2,Fully Furnished,South-West,0,1,embrace intuitive e-services,,123000.0,615000.0,0.0,0,2.0,Jagdish Devan,1944683958.0,,158.50515463917526,bhayandar west,
RENT-APAR-334,Available,Rent,2025-06-29,Konda Enclave,Bhayandar West,Mira Bhayandar,401107.0,Apartment,3.0,3,1961,Built-up,15,13,Fully Furnished,North,0,18,engage compelling e-services,,60000.0,240000.0,7071.0,0,1.0,Alexander Nori,5477718379.0,,30.59663437021928,bhayandar west,
SALE-BUNG-335,Available,Sale,2023-11-19,Puri Residency,Shivar Garden,Mira Bhayandar,401101.0,Bungalow,5.0,6,2862,Carpet,0,2,Fully Furnished,West,0,12,utilize enterprise deliverables,41200000.0,,,0.0,1,2.0,Bhavini Vohra,914318397205.0,14395.527603074774,,shivar garden,
RENT-SHOP-336,Available,Rent,2024-01-12,Kota Greens,Shanti Nagar,Mira Bhayandar,401105.0,Shop,,0,247,Carpet,11,2,Unfurnished,North,2,15,generate efficient metrics,,152000.0,608000.0,0.0,0,2.0,Lila Warrior,5242448657.0,,615.3846153846154,shanti nagar,
SALE-BUNG-337,Available,Sale,2024-01-26,Srinivasan Plaza,Bhayandar East,Mira Bhayandar,401101.0,Bungalow,5.0,6,3431,Carpet,0,2,Semi-Furnished,East,2,10,revolutionize seamless schemas,30900000.0,,,0.0,0,1.0,David Zachariah,914055781268.0,9006.120664529291,,bhayandar east,
SALE-BUNG-338,Available,Sale,2024-01-16,Dhaliwal Gardens,Mira Road East,Mira Bhayandar,401101.0,Bungalow,5.0,6,2079,Built-up,0,2,Fully Furnished,West,2,5,whiteboard vertical systems,32800000.0,,,0.0,0,1.0,Saumya Kadakia,6496630339.0,15776.815776815776,,mira road east,
SALE-APAR-339,Available,Sale,2023-12-08,Saran Park,Kanakia,Mira Bhayandar,401105.0,Apartment,1.0,2,643,Carpet,5,7,Fully Furnished,East,0,18,incubate wireless experiences,7400000.0,,,1986.0,1,1.0,Anmol Rana,5807238537.0,11508.553654743391,,kanakia,
SALE-SHOP-340,Available,Sale,2025-04-18,Chatterjee Complex,Mira Road East,Mira Bhayandar,401107.0,Shop,,1,657,Built-up,7,2,Unfurnished,North,0,3,facilitate vertical e-markets,13400000.0,,,0.0,1,2.0,Lakshmi Grover,7282295241.0,20395.738203957382,,mira road east,
RENT-APAR-341,Available,Rent,2024-01-29,Rajagopalan Apartments,Beverly Park,Mira Bhayandar,401105.0,Apartment,2.0,2,907,Built-up,15,25,Unfurnished,East,2,17,cultivate seamless content,,26000.0,104000.0,2645.0,1,2.0,Ria Mukherjee,1251523106.0,,28.66593164277839,beverly park,
RENT-OFFI-342,Available,Rent,2024-11-05,Lall Apartments,Bhayandar West,Mira Bhayandar,401105.0,Office Space,,1,795,Built-up,9,2,Unfurnished,West,0,4,disintermediate world-class relationships,,60000.0,240000.0,0.0,1,2.0,Samar Dey,8008988745.0,,75.47169811320755,bhayandar west,
SALE-BUNG-343,Available,Sale,2025-01-25,Narain Complex,Shanti Nagar,Mira Bhayandar,401107.0,Bungalow,3.0,5,3410,Carpet,0,2,Semi-Furnished,North-East,0,23,extend turn-key schemas,27400000.0,,,0.0,0,2.0,Jagvi Kohli,8765536105.0,8035.190615835777,,shanti nagar,
RENT-SHOP-344,Available,Rent,2025-06-09,Nayar Greens,Shanti Nagar,Mira Bhayandar,401107.0,Shop,,0,1722,Carpet,3,2,Unfurnished,South-West,1,22,brand bricks-and-clicks e-services,,97000.0,194000.0,0.0,0,2.0,Praneel Acharya,915980596248.0,,56.329849012775846,shanti nagar,
SALE-BUNG-345,Available,Sale,2023-12-31,Hegde Greens,Beverly Park,Mira Bhayandar,401105.0,Bungalow,5.0,7,2467,Carpet,0,2,Unfurnished,West,2,20,whiteboard intuitive e-markets,45000000.0,,,0.0,1,2.0,Bachittar Joshi,8879716906.0,18240.778273206324,,beverly park,
SALE-OFFI-346,Available,Sale,2024-10-03,Hegde Plaza,Shivar Garden,Mira Bhayandar,401105.0,Office Space,,1,2272,Carpet,6,2,Semi-Furnished,East,2,22,exploit e-business technologies,14400000.0,,,0.0,0,2.0,Patrick Sehgal,3706627542.0,6338.028169014085,,shivar garden,
RENT-OFFI-347,Available,Rent,2024-04-15,Dâ€™Alia Plaza,Jesal Park,Mira Bhayandar,401101.0,Office Space,,0,1430,Carpet,16,2,Unfurnished,West,2,6,facilitate synergistic e-tailers,,100000.0,400000.0,0.0,1,2.0,Anay Nagarajan,914610825738.0,,69.93006993006993,jesal park,
RENT-OFFI-348,Available,Rent,2025-01-08,Varghese Towers,Shanti Nagar,Mira Bhayandar,401105.0,Office Space,,1,2018,Built-up,8,2,Fully Furnished,North,1,20,facilitate vertical technologies,,93000.0,465000.0,0.0,1,2.0,Jack Gera,4330695613.0,,46.08523290386521,shanti nagar,
RENT-SHOP-349,Available,Rent,2025-03-01,Rajagopal Towers,Mira Road East,Mira Bhayandar,401107.0,Shop,,0,2243,Carpet,3,2,Unfurnished,South-West,2,6,revolutionize dot-com ROI,,82000.0,164000.0,0.0,0,2.0,Harshil Tata,911251072841.0,,36.55818100757914,mira road east,
RENT-APAR-350,Available,Rent,2025-03-22,Korpal Complex,Bhayandar East,Mira Bhayandar,401107.0,Apartment,3.0,3,1317,Carpet,6,17,Unfurnished,South,0,18,utilize bricks-and-clicks e-business,,51000.0,255000.0,3969.0,1,2.0,Tristan Mital,9676435711.0,,38.724373576309794,bhayandar east,
SALE-BUNG-351,Available,Sale,2024-05-14,Singhal Heights,Mira Road East,Mira Bhayandar,401101.0,Bungalow,3.0,5,3367,Built-up,0,2,Unfurnished,North-East,0,3,reinvent strategic e-markets,26300000.0,,,0.0,0,1.0,Janani Acharya,6844981311.0,7811.107811107811,,mira road east,
SALE-OFFI-352,Available,Sale,2024-05-19,Kala Enclave,Golden Nest,Mira Bhayandar,401105.0,Office Space,,0,1356,Built-up,10,2,Unfurnished,South-West,0,6,optimize magnetic communities,16400000.0,,,0.0,1,1.0,Bahadurjit Sankar,3054173101.0,12094.395280235987,,golden nest,
RENT-APAR-353,Available,Rent,2024-01-05,Sanghvi Complex,Beverly Park,Mira Bhayandar,401101.0,Apartment,1.0,2,438,Carpet,16,25,Unfurnished,East,1,1,morph revolutionary partnerships,,23000.0,46000.0,1359.0,0,1.0,Lohit Patil,915900019324.0,,52.51141552511415,beverly park,
RENT-APAR-354,Available,Rent,2024-11-06,Kothari Apartments,Bhayandar West,Mira Bhayandar,401107.0,Apartment,1.0,2,508,Carpet,19,10,Unfurnished,West,0,12,productize world-class users,,21000.0,105000.0,1925.0,1,1.0,Kamala Nagarajan,9935927966.0,,41.33858267716536,bhayandar west,
RENT-OFFI-355,Available,Rent,2024-03-24,Nayar Heights,Kanakia,Mira Bhayandar,401105.0,Office Space,,1,658,Carpet,10,2,Semi-Furnished,North-East,1,8,strategize vertical markets,,139000.0,556000.0,0.0,1,1.0,Hemani Oak,5870987780.0,,211.24620060790272,kanakia,
SALE-BUNG-356,Available,Sale,2023-09-04,Seshadri Gardens,Bhayandar East,Mira Bhayandar,401107.0,Bungalow,5.0,6,2545,Built-up,0,2,Fully Furnished,West,0,21,engineer next-generation supply-chains,38800000.0,,,0.0,1,2.0,Raghav Raju,911504845379.0,15245.579567779962,,bhayandar east,
RENT-OFFI-357,Available,Rent,2024-11-24,Prashad Gardens,Naya Nagar,Mira Bhayandar,401101.0,Office Space,,1,480,Built-up,8,2,Fully Furnished,South,1,14,architect visionary portals,,126000.0,378000.0,0.0,0,1.0,Ira Aurora,2395036583.0,,262.5,naya nagar,
SALE-BUNG-358,Available,Sale,2024-10-02,Saxena Complex,Shivar Garden,Mira Bhayandar,401101.0,Bungalow,3.0,4,2193,Carpet,0,2,Unfurnished,East,2,5,whiteboard open-source users,41800000.0,,,0.0,0,2.0,Kritika Warrior,7375913815.0,19060.64751481988,,shivar garden,
SALE-SHOP-359,Available,Sale,2024-09-25,Sachdeva Apartments,Shanti Nagar,Mira Bhayandar,401105.0,Shop,,0,1828,Built-up,4,2,Unfurnished,West,2,24,productize real-time technologies,39200000.0,,,0.0,0,1.0,Shravya Walla,9148572724.0,21444.201312910285,,shanti nagar,
SALE-BUNG-360,Available,Sale,2025-07-14,Kapur Towers,Bhayandar West,Mira Bhayandar,401101.0,Bungalow,3.0,4,2128,Carpet,0,2,Unfurnished,East,0,23,integrate one-to-one channels,25200000.0,,,0.0,1,2.0,Gaurav Amble,1613192654.0,11842.105263157897,,bhayandar west,
SALE-SHOP-361,Available,Sale,2024-03-06,Nadkarni Heights,Bhayandar West,Mira Bhayandar,401107.0,Shop,,1,1201,Built-up,9,2,Unfurnished,West,2,21,scale bricks-and-clicks methodologies,18400000.0,,,0.0,1,2.0,Samarth Mane,3070205102.0,15320.566194837636,,bhayandar west,
SALE-BUNG-362,Available,Sale,2023-09-26,Rana Heights,Beverly Park,Mira Bhayandar,401107.0,Bungalow,4.0,6,3369,Carpet,0,2,Semi-Furnished,North,0,14,re-intermediate viral web services,31900000.0,,,0.0,1,1.0,Ayushman Chander,911268526376.0,9468.685069753636,,beverly park,
SALE-APAR-363,Available,Sale,2024-09-11,Choudhary Park,Bhayandar East,Mira Bhayandar,401107.0,Apartment,4.0,5,1497,Built-up,21,24,Semi-Furnished,West,1,7,redefine ubiquitous applications,21400000.0,,,5312.0,1,2.0,Riya Krish,3587789802.0,14295.257181028725,,bhayandar east,
RENT-APAR-364,Available,Rent,2023-11-01,Kari Towers,Kanakia,Mira Bhayandar,401107.0,Apartment,4.0,4,1120,Built-up,14,23,Unfurnished,North,2,14,facilitate holistic partnerships,,56000.0,224000.0,4603.0,1,2.0,Pallavi Gola,8837106286.0,,50.0,kanakia,
SALE-APAR-365,Available,Sale,2024-08-10,Narayan Plaza,Beverly Park,Mira Bhayandar,401105.0,Apartment,1.0,2,517,Built-up,2,27,Fully Furnished,East,0,18,transition plug-and-play functionalities,6900000.0,,,1736.0,0,2.0,Yashvi Johal,6233380395.0,13346.22823984526,,beverly park,
RENT-SHOP-366,Available,Rent,2025-05-03,Tara Greens,Naya Nagar,Mira Bhayandar,401105.0,Shop,,1,1869,Built-up,16,2,Unfurnished,North-East,0,23,utilize bleeding-edge initiatives,,89000.0,178000.0,0.0,1,2.0,Girindra Bobal,1909978018.0,,47.61904761904762,naya nagar,
SALE-BUNG-367,Available,Sale,2024-09-13,Pal Enclave,Mira Road East,Mira Bhayandar,401107.0,Bungalow,5.0,6,3222,Carpet,0,2,Semi-Furnished,North-East,0,8,productize visionary web-readiness,41200000.0,,,0.0,1,2.0,Wishi Prasad,249834365.0,12787.088764742395,,mira road east,
RENT-OFFI-368,Available,Rent,2024-06-15,Basu Greens,Bhayandar East,Mira Bhayandar,401105.0,Office Space,,1,1864,Built-up,19,2,Fully Furnished,South-West,2,14,generate rich markets,,73000.0,292000.0,0.0,0,2.0,Ati Nazareth,915664365291.0,,39.16309012875536,bhayandar east,
SALE-OFFI-369,Available,Sale,2024-11-15,Anand Greens,Shanti Nagar,Mira Bhayandar,401107.0,Office Space,,0,2276,Built-up,21,2,Fully Furnished,East,0,13,brand revolutionary metrics,16200000.0,,,0.0,1,1.0,Hitesh Mall,7337360547.0,7117.750439367311,,shanti nagar,
RENT-APAR-370,Available,Rent,2024-11-04,Dugar Residency,Shivar Garden,Mira Bhayandar,401101.0,Apartment,1.0,2,550,Built-up,9,9,Unfurnished,North,0,23,redefine real-time users,,21000.0,42000.0,1666.0,1,1.0,Avni Date,914053142418.0,,38.18181818181818,shivar garden,
RENT-OFFI-371,Available,Rent,2023-08-30,Basak Heights,Mira Road East,Mira Bhayandar,401107.0,Office Space,,0,1636,Built-up,17,2,Unfurnished,West,1,20,brand proactive e-commerce,,65000.0,195000.0,0.0,1,2.0,Ekavir Modi,5575273251.0,,39.73105134474328,mira road east,
RENT-OFFI-372,Available,Rent,2024-08-23,Kaur Towers,Golden Nest,Mira Bhayandar,401105.0,Office Space,,1,933,Carpet,11,2,Fully Furnished,West,1,11,whiteboard B2C e-tailers,,53000.0,212000.0,0.0,1,1.0,Girindra Bhavsar,3324131301.0,,56.80600214362272,golden nest,
RENT-SHOP-373,Available,Rent,2023-09-16,Sachdev Park,Shanti Nagar,Mira Bhayandar,401107.0,Shop,,1,300,Carpet,7,2,Unfurnished,South,0,18,monetize out-of-the-box web services,,170000.0,510000.0,0.0,1,1.0,Chanchal Banerjee,106665598.0,,566.6666666666666,shanti nagar,
RENT-OFFI-374,Available,Rent,2023-09-30,Sachar Towers,Jesal Park,Mira Bhayandar,401101.0,Office Space,,0,830,Built-up,13,2,Semi-Furnished,South,2,5,scale 24/7 synergies,,194000.0,582000.0,0.0,1,1.0,Krish Bajwa,912731595241.0,,233.7349397590361,jesal park,
SALE-OFFI-375,Available,Sale,2023-10-21,Badami Towers,Naya Nagar,Mira Bhayandar,401107.0,Office Space,,1,293,Carpet,20,2,Semi-Furnished,West,0,21,brand collaborative architectures,37800000.0,,,0.0,1,1.0,Harrison Bajaj,4199113268.0,129010.23890784982,,naya nagar,
SALE-BUNG-376,Available,Sale,2024-02-14,Kibe Towers,Shivar Garden,Mira Bhayandar,401101.0,Bungalow,3.0,5,2410,Carpet,0,2,Semi-Furnished,West,1,1,visualize bleeding-edge content,47900000.0,,,0.0,1,2.0,Warjas Dhaliwal,917302983104.0,19875.51867219917,,shivar garden,
RENT-OFFI-377,Available,Rent,2023-12-01,Ghosh Enclave,Golden Nest,Mira Bhayandar,401105.0,Office Space,,0,545,Carpet,10,2,Unfurnished,West,2,2,iterate mission-critical e-business,,143000.0,429000.0,0.0,1,1.0,Chakradhar Sidhu,913799412779.0,,262.38532110091745,golden nest,
SALE-SHOP-378,Available,Sale,2024-05-28,Mangal Park,Shanti Nagar,Mira Bhayandar,401101.0,Shop,,1,1288,Built-up,25,2,Unfurnished,South,0,25,enhance customized portals,10700000.0,,,0.0,0,2.0,Jeevika Bajaj,1513222759.0,8307.453416149068,,shanti nagar,
SALE-OFFI-379,Available,Sale,2023-12-13,Nagy Greens,Shivar Garden,Mira Bhayandar,401107.0,Office Space,,0,1070,Carpet,5,2,Semi-Furnished,South-West,0,2,engineer 24/365 relationships,23100000.0,,,0.0,1,1.0,Yuvraj Gulati,910721943418.0,21588.78504672897,,shivar garden,
SALE-SHOP-380,Available,Sale,2024-01-21,Rama Plaza,Naya Nagar,Mira Bhayandar,401107.0,Shop,,0,1007,Built-up,23,2,Unfurnished,West,1,22,drive 24/7 users,7100000.0,,,0.0,0,2.0,Oscar Karan,2075804671.0,7050.6454816286,,naya nagar,
SALE-BUNG-381,Available,Sale,2024-10-07,Pradhan Apartments,Shanti Nagar,Mira Bhayandar,401107.0,Bungalow,4.0,6,2400,Built-up,0,2,Semi-Furnished,North,2,18,drive open-source bandwidth,32200000.0,,,0.0,1,1.0,Udarsh Mukhopadhyay,972919011.0,13416.666666666666,,shanti nagar,
SALE-SHOP-382,Available,Sale,2023-08-02,Luthra Apartments,Shanti Nagar,Mira Bhayandar,401105.0,Shop,,1,914,Carpet,25,2,Unfurnished,South-West,2,25,generate integrated ROI,11300000.0,,,0.0,1,2.0,Sudiksha Balay,3724122028.0,12363.238512035012,,shanti nagar,
SALE-SHOP-383,Available,Sale,2024-08-02,Acharya Complex,Bhayandar East,Mira Bhayandar,401107.0,Shop,,0,2360,Carpet,18,2,Unfurnished,North-East,0,25,syndicate strategic supply-chains,25500000.0,,,0.0,1,1.0,Varsha More,284247355.0,10805.084745762711,,bhayandar east,
SALE-SHOP-384,Available,Sale,2024-06-28,Buch Residency,Jesal Park,Mira Bhayandar,401105.0,Shop,,1,1070,Built-up,10,2,Unfurnished,South,0,21,aggregate visionary bandwidth,36800000.0,,,0.0,1,1.0,Amara Bhakta,6186509046.0,34392.52336448598,,jesal park,
SALE-BUNG-385,Available,Sale,2025-04-23,Malhotra Towers,Golden Nest,Mira Bhayandar,401105.0,Bungalow,4.0,5,2878,Carpet,0,2,Unfurnished,East,0,14,visualize synergistic paradigms,31300000.0,,,0.0,1,1.0,Lakshit Sant,3198826792.0,10875.608061153578,,golden nest,
RENT-SHOP-386,Available,Rent,2024-10-19,Hayre Residency,Beverly Park,Mira Bhayandar,401101.0,Shop,,1,1828,Built-up,18,2,Unfurnished,South,0,11,re-intermediate web-enabled ROI,,84000.0,168000.0,0.0,1,1.0,Aryan Dada,4278538529.0,,45.951859956236326,beverly park,
SALE-APAR-387,Available,Sale,2024-01-08,Sengupta Towers,Naya Nagar,Mira Bhayandar,401107.0,Apartment,4.0,5,1848,Built-up,11,15,Fully Furnished,East,0,3,visualize viral vortals,27700000.0,,,5626.0,0,2.0,Leena Luthra,2504663494.0,14989.17748917749,,naya nagar,
RENT-OFFI-388,Available,Rent,2025-06-26,Srinivasan Apartments,Kanakia,Mira Bhayandar,401101.0,Office Space,,0,625,Built-up,24,2,Fully Furnished,South,0,10,iterate world-class niches,,87000.0,435000.0,0.0,0,2.0,Sarthak Dhillon,5926834291.0,,139.2,kanakia,
SALE-APAR-389,Available,Sale,2024-10-22,Brahmbhatt Gardens,Golden Nest,Mira Bhayandar,401107.0,Apartment,3.0,4,1765,Built-up,16,15,Unfurnished,North-East,0,17,embrace transparent communities,16600000.0,,,7557.0,1,2.0,Sai Sachdeva,9886685681.0,9405.099150141645,,golden nest,
SALE-BUNG-390,Available,Sale,2023-09-27,Kadakia Park,Shivar Garden,Mira Bhayandar,401105.0,Bungalow,4.0,6,2811,Built-up,0,2,Unfurnished,South-West,1,10,target e-business metrics,43700000.0,,,0.0,1,2.0,Ayaan Baria,914386104229.0,15546.069014585555,,shivar garden,
RENT-APAR-391,Available,Rent,2025-07-23,Rajagopal Enclave,Golden Nest,Mira Bhayandar,401107.0,Apartment,2.0,3,871,Built-up,24,4,Fully Furnished,West,2,8,grow web-enabled e-markets,,37000.0,148000.0,2651.0,1,2.0,Faras Malhotra,7483076442.0,,42.47990815154994,golden nest,
RENT-APAR-392,Available,Rent,2024-02-23,Contractor Greens,Shivar Garden,Mira Bhayandar,401101.0,Apartment,4.0,4,1918,Carpet,0,14,Unfurnished,West,2,12,envisioneer user-centric users,,56000.0,280000.0,6835.0,0,2.0,Vritti Kamdar,417782501.0,,29.197080291970803,shivar garden,
SALE-OFFI-393,Available,Sale,2025-05-09,Dixit Complex,Naya Nagar,Mira Bhayandar,401107.0,Office Space,,0,2316,Built-up,23,2,Semi-Furnished,North-East,0,13,utilize global initiatives,25900000.0,,,0.0,1,2.0,Balveer Parikh,2897450765.0,11183.07426597582,,naya nagar,
SALE-OFFI-394,Available,Sale,2023-10-06,Mitter Park,Mira Road East,Mira Bhayandar,401101.0,Office Space,,1,1267,Carpet,19,2,Fully Furnished,East,2,21,redefine bricks-and-clicks experiences,20800000.0,,,0.0,1,2.0,Xalak Bhatt,5540970492.0,16416.732438831885,,mira road east,
RENT-APAR-395,Available,Rent,2024-05-31,Sibal Gardens,Naya Nagar,Mira Bhayandar,401101.0,Apartment,4.0,5,1617,Carpet,23,20,Semi-Furnished,West,2,19,brand granular portals,,65000.0,325000.0,4220.0,1,1.0,Radha Gole,3234585718.0,,40.19789734075449,naya nagar,
SALE-SHOP-396,Available,Sale,2024-04-17,Joshi Complex,Mira Road East,Mira Bhayandar,401107.0,Shop,,0,1047,Built-up,9,2,Unfurnished,North,0,25,syndicate integrated niches,15500000.0,,,0.0,1,1.0,Jeevika Khanna,914256341711.0,14804.20248328558,,mira road east,
