property_id,listing_status,listing_type,listing_date,building___society,area___locality,city,pincode,property_type,bedrooms__bhk,bathrooms,area__sq__ft,area_type,floor_number,total_floors,furnishing,facing_direction,parking__cars,property_age__yrs,amenities,asking_price__â_¹,monthly_rent__â_¹,security_deposit__â_¹,maint____month__â_¹,price_negotiable,commission,owner_name,owner_phone
SALE-BUNG-360,Available,Sale,2025-07-14,Kapur Towers,Bhayandar West,Mira Bhayandar,401101,Bungalow,3.0,4,2128,Carpet,0,2,Unfurnished,East,0,23,integrate one-to-one channels,25200000.0,,,0,1,2,Gaurav Amble,1613192654
SALE-SHOP-361,Available,Sale,2024-03-06,Nadkarni Heights,Bhayandar West,Mira Bhayandar,401107,Shop,,1,1201,Built-up,9,2,Unfurnished,West,2,21,scale bricks-and-clicks methodologies,18400000.0,,,0,1,2,Samarth Mane,3070205102
SALE-BUNG-362,Available,Sale,2023-09-26,Rana Heights,Beverly Park,Mira Bhayandar,401107,Bungalow,4.0,6,3369,Carpet,0,2,Semi-Furnished,North,0,14,re-intermediate viral web services,31900000.0,,,0,1,1,Ayushman Chander,911268526376
SALE-APAR-363,Available,Sale,2024-09-11,Choudhary Park,Bhayandar East,Mira Bhayandar,401107,Apartment,4.0,5,1497,Built-up,21,24,Semi-Furnished,West,1,7,redefine ubiquitous applications,21400000.0,,,5312,1,2,Riya Krish,3587789802
RENT-APAR-364,Available,Rent,2023-11-01,Kari Towers,Kanakia,Mira Bhayandar,401107,Apartment,4.0,4,1120,Built-up,14,23,Unfurnished,North,2,14,facilitate holistic partnerships,,56000.0,224000.0,4603,1,2,Pallavi Gola,8837106286
SALE-APAR-365,Available,Sale,2024-08-10,Narayan Plaza,Beverly Park,Mira Bhayandar,401105,Apartment,1.0,2,517,Built-up,2,27,Fully Furnished,East,0,18,transition plug-and-play functionalities,6900000.0,,,1736,0,2,Yashvi Johal,6233380395
RENT-SHOP-366,Available,Rent,2025-05-03,Tara Greens,Naya Nagar,Mira Bhayandar,401105,Shop,,1,1869,Built-up,16,2,Unfurnished,North-East,0,23,utilize bleeding-edge initiatives,,89000.0,178000.0,0,1,2,Girindra Bobal,1909978018
SALE-BUNG-367,Available,Sale,2024-09-13,Pal Enclave,Mira Road East,Mira Bhayandar,401107,Bungalow,5.0,6,3222,Carpet,0,2,Semi-Furnished,North-East,0,8,productize visionary web-readiness,41200000.0,,,0,1,2,Wishi Prasad,249834365
RENT-OFFI-368,Available,Rent,2024-06-15,Basu Greens,Bhayandar East,Mira Bhayandar,401105,Office Space,,1,1864,Built-up,19,2,Fully Furnished,South-West,2,14,generate rich markets,,73000.0,292000.0,0,0,2,Ati Nazareth,915664365291
SALE-OFFI-369,Available,Sale,2024-11-15,Anand Greens,Shanti Nagar,Mira Bhayandar,401107,Office Space,,0,2276,Built-up,21,2,Fully Furnished,East,0,13,brand revolutionary metrics,16200000.0,,,0,1,1,Hitesh Mall,7337360547
RENT-APAR-370,Available,Rent,2024-11-04,Dugar Residency,Shivar Garden,Mira Bhayandar,401101,Apartment,1.0,2,550,Built-up,9,9,Unfurnished,North,0,23,redefine real-time users,,21000.0,42000.0,1666,1,1,Avni Date,914053142418
RENT-OFFI-371,Available,Rent,2023-08-30,Basak Heights,Mira Road East,Mira Bhayandar,401107,Office Space,,0,1636,Built-up,17,2,Unfurnished,West,1,20,brand proactive e-commerce,,65000.0,195000.0,0,1,2,Ekavir Modi,5575273251
RENT-OFFI-372,Available,Rent,2024-08-23,Kaur Towers,Golden Nest,Mira Bhayandar,401105,Office Space,,1,933,Carpet,11,2,Fully Furnished,West,1,11,whiteboard B2C e-tailers,,53000.0,212000.0,0,1,1,Girindra Bhavsar,3324131301
RENT-SHOP-373,Available,Rent,2023-09-16,Sachdev Park,Shanti Nagar,Mira Bhayandar,401107,Shop,,1,300,Carpet,7,2,Unfurnished,South,0,18,monetize out-of-the-box web services,,170000.0,510000.0,0,1,1,Chanchal Banerjee,106665598
RENT-OFFI-374,Available,Rent,2023-09-30,Sachar Towers,Jesal Park,Mira Bhayandar,401101,Office Space,,0,830,Built-up,13,2,Semi-Furnished,South,2,5,scale 24/7 synergies,,194000.0,582000.0,0,1,1,Krish Bajwa,912731595241
SALE-OFFI-375,Available,Sale,2023-10-21,Badami Towers,Naya Nagar,Mira Bhayandar,401107,Office Space,,1,293,Carpet,20,2,Semi-Furnished,West,0,21,brand collaborative architectures,37800000.0,,,0,1,1,Harrison Bajaj,4199113268
SALE-BUNG-376,Available,Sale,2024-02-14,Kibe Towers,Shivar Garden,Mira Bhayandar,401101,Bungalow,3.0,5,2410,Carpet,0,2,Semi-Furnished,West,1,1,visualize bleeding-edge content,47900000.0,,,0,1,2,Warjas Dhaliwal,917302983104
RENT-OFFI-377,Available,Rent,2023-12-01,Ghosh Enclave,Golden Nest,Mira Bhayandar,401105,Office Space,,0,545,Carpet,10,2,Unfurnished,West,2,2,iterate mission-critical e-business,,143000.0,429000.0,0,1,1,Chakradhar Sidhu,913799412779
SALE-SHOP-378,Available,Sale,2024-05-28,Mangal Park,Shanti Nagar,Mira Bhayandar,401101,Shop,,1,1288,Built-up,25,2,Unfurnished,South,0,25,enhance customized portals,10700000.0,,,0,0,2,Jeevika Bajaj,1513222759
SALE-OFFI-379,Available,Sale,2023-12-13,Nagy Greens,Shivar Garden,Mira Bhayandar,401107,Office Space,,0,1070,Carpet,5,2,Semi-Furnished,South-West,0,2,engineer 24/365 relationships,23100000.0,,,0,1,1,Yuvraj Gulati,910721943418
SALE-SHOP-380,Available,Sale,2024-01-21,Rama Plaza,Naya Nagar,Mira Bhayandar,401107,Shop,,0,1007,Built-up,23,2,Unfurnished,West,1,22,drive 24/7 users,7100000.0,,,0,0,2,Oscar Karan,2075804671
SALE-BUNG-381,Available,Sale,2024-10-07,Pradhan Apartments,Shanti Nagar,Mira Bhayandar,401107,Bungalow,4.0,6,2400,Built-up,0,2,Semi-Furnished,North,2,18,drive open-source bandwidth,32200000.0,,,0,1,1,Udarsh Mukhopadhyay,972919011
SALE-SHOP-382,Available,Sale,2023-08-02,Luthra Apartments,Shanti Nagar,Mira Bhayandar,401105,Shop,,1,914,Carpet,25,2,Unfurnished,South-West,2,25,generate integrated ROI,11300000.0,,,0,1,2,Sudiksha Balay,3724122028
SALE-SHOP-383,Available,Sale,2024-08-02,Acharya Complex,Bhayandar East,Mira Bhayandar,401107,Shop,,0,2360,Carpet,18,2,Unfurnished,North-East,0,25,syndicate strategic supply-chains,25500000.0,,,0,1,1,Varsha More,284247355
SALE-SHOP-384,Available,Sale,2024-06-28,Buch Residency,Jesal Park,Mira Bhayandar,401105,Shop,,1,1070,Built-up,10,2,Unfurnished,South,0,21,aggregate visionary bandwidth,36800000.0,,,0,1,1,Amara Bhakta,6186509046
SALE-BUNG-385,Available,Sale,2025-04-23,Malhotra Towers,Golden Nest,Mira Bhayandar,401105,Bungalow,4.0,5,2878,Carpet,0,2,Unfurnished,East,0,14,visualize synergistic paradigms,31300000.0,,,0,1,1,Lakshit Sant,3198826792
RENT-SHOP-386,Available,Rent,2024-10-19,Hayre Residency,Beverly Park,Mira Bhayandar,401101,Shop,,1,1828,Built-up,18,2,Unfurnished,South,0,11,re-intermediate web-enabled ROI,,84000.0,168000.0,0,1,1,Aryan Dada,4278538529
SALE-APAR-387,Available,Sale,2024-01-08,Sengupta Towers,Naya Nagar,Mira Bhayandar,401107,Apartment,4.0,5,1848,Built-up,11,15,Fully Furnished,East,0,3,visualize viral vortals,27700000.0,,,5626,0,2,Leena Luthra,2504663494
RENT-OFFI-388,Available,Rent,2025-06-26,Srinivasan Apartments,Kanakia,Mira Bhayandar,401101,Office Space,,0,625,Built-up,24,2,Fully Furnished,South,0,10,iterate world-class niches,,87000.0,435000.0,0,0,2,Sarthak Dhillon,5926834291
SALE-APAR-389,Available,Sale,2024-10-22,Brahmbhatt Gardens,Golden Nest,Mira Bhayandar,401107,Apartment,3.0,4,1765,Built-up,16,15,Unfurnished,North-East,0,17,embrace transparent communities,16600000.0,,,7557,1,2,Sai Sachdeva,9886685681
SALE-BUNG-390,Available,Sale,2023-09-27,Kadakia Park,Shivar Garden,Mira Bhayandar,401105,Bungalow,4.0,6,2811,Built-up,0,2,Unfurnished,South-West,1,10,target e-business metrics,43700000.0,,,0,1,2,Ayaan Baria,914386104229
RENT-APAR-391,Available,Rent,2025-07-23,Rajagopal Enclave,Golden Nest,Mira Bhayandar,401107,Apartment,2.0,3,871,Built-up,24,4,Fully Furnished,West,2,8,grow web-enabled e-markets,,37000.0,148000.0,2651,1,2,Faras Malhotra,7483076442
RENT-APAR-392,Available,Rent,2024-02-23,Contractor Greens,Shivar Garden,Mira Bhayandar,401101,Apartment,4.0,4,1918,Carpet,0,14,Unfurnished,West,2,12,envisioneer user-centric users,,56000.0,280000.0,6835,0,2,Vritti Kamdar,417782501
SALE-OFFI-393,Available,Sale,2025-05-09,Dixit Complex,Naya Nagar,Mira Bhayandar,401107,Office Space,,0,2316,Built-up,23,2,Semi-Furnished,North-East,0,13,utilize global initiatives,25900000.0,,,0,1,2,Balveer Parikh,2897450765
SALE-OFFI-394,Available,Sale,2023-10-06,Mitter Park,Mira Road East,Mira Bhayandar,401101,Office Space,,1,1267,Carpet,19,2,Fully Furnished,East,2,21,redefine bricks-and-clicks experiences,20800000.0,,,0,1,2,Xalak Bhatt,5540970492
RENT-APAR-395,Available,Rent,2024-05-31,Sibal Gardens,Naya Nagar,Mira Bhayandar,401101,Apartment,4.0,5,1617,Carpet,23,20,Semi-Furnished,West,2,19,brand granular portals,,65000.0,325000.0,4220,1,1,Radha Gole,3234585718
SALE-SHOP-396,Available,Sale,2024-04-17,Joshi Complex,Mira Road East,Mira Bhayandar,401107,Shop,,0,1047,Built-up,9,2,Unfurnished,North,0,25,syndicate integrated niches,15500000.0,,,0,1,1,Jeevika Khanna,914256341711
RENT-APAR-397,Available,Rent,2025-06-15,Gour Enclave,Shivar Garden,Mira Bhayandar,401107,Apartment,3.0,3,1145,Built-up,6,11,Fully Furnished,South-West,0,5,empower one-to-one communities,,52000.0,156000.0,3461,1,1,Liam Dugar,4811214138
RENT-OFFI-398,Available,Rent,2024-01-19,Sha Plaza,Kanakia,Mira Bhayandar,401105,Office Space,,1,2030,Carpet,3,2,Semi-Furnished,South,2,3,target intuitive experiences,,99000.0,297000.0,0,1,2,Yuvraj Bahri,916881011000
SALE-OFFI-399,Available,Sale,2024-04-22,Sur Residency,Bhayandar West,Mira Bhayandar,401107,Office Space,,0,1825,Carpet,10,2,Semi-Furnished,North-East,2,19,cultivate clicks-and-mortar schemas,30200000.0,,,0,0,1,Yashvi Lal,2097743375
RENT-SHOP-400,Available,Rent,2024-04-20,Pillai Plaza,Beverly Park,Mira Bhayandar,401105,Shop,,0,1810,Carpet,2,2,Unfurnished,North-East,2,5,engage one-to-one markets,,186000.0,372000.0,0,0,2,Sara Randhawa,163493372
SALE-BUNG-401,Available,Sale,2023-11-12,Jhaveri Apartments,Shanti Nagar,Mira Bhayandar,401101,Bungalow,4.0,5,2249,Built-up,0,2,Semi-Furnished,South-West,1,23,incentivize extensible users,27600000.0,,,0,0,2,Dayamai Kumar,3448868868
SALE-SHOP-402,Available,Sale,2025-03-21,Pandey Plaza,Bhayandar East,Mira Bhayandar,401105,Shop,,1,2276,Built-up,23,2,Unfurnished,South-West,2,11,harness cutting-edge infrastructures,36700000.0,,,0,0,1,Ishaan Bhattacharyya,3381738581
RENT-APAR-403,Available,Rent,2023-12-29,Walla Plaza,Jesal Park,Mira Bhayandar,401107,Apartment,1.0,2,679,Carpet,6,25,Fully Furnished,West,2,14,implement open-source synergies,,15000.0,30000.0,2761,0,1,Thomas Palla,6572214389
SALE-SHOP-404,Available,Sale,2025-07-15,Bawa Plaza,Bhayandar West,Mira Bhayandar,401101,Shop,,0,1754,Carpet,21,2,Unfurnished,North-East,0,22,expedite strategic communities,7200000.0,,,0,1,1,Vamakshi Buch,3316557275
SALE-BUNG-405,Available,Sale,2025-06-03,Kurian Enclave,Golden Nest,Mira Bhayandar,401101,Bungalow,4.0,5,3167,Built-up,0,2,Semi-Furnished,East,1,21,re-intermediate bricks-and-clicks users,36500000.0,,,0,1,2,Girindra Deep,914882853997
SALE-BUNG-406,Available,Sale,2024-11-24,Trivedi Heights,Shanti Nagar,Mira Bhayandar,401101,Bungalow,3.0,5,3264,Built-up,0,2,Fully Furnished,South,2,21,deliver synergistic functionalities,40900000.0,,,0,1,2,Veda Pall,914931185024
RENT-APAR-407,Available,Rent,2024-12-10,Sen Park,Jesal Park,Mira Bhayandar,401105,Apartment,2.0,3,664,Carpet,22,17,Unfurnished,East,0,23,enable wireless solutions,,38000.0,114000.0,2227,1,2,Qasim Keer,4306346045
SALE-OFFI-408,Available,Sale,2025-04-09,Bahl Park,Bhayandar West,Mira Bhayandar,401105,Office Space,,1,1159,Built-up,13,2,Fully Furnished,South-West,2,8,re-intermediate turn-key e-business,18900000.0,,,0,0,1,Netra Sahota,917683200162
SALE-BUNG-409,Available,Sale,2024-06-17,Butala Greens,Naya Nagar,Mira Bhayandar,401105,Bungalow,5.0,6,2140,Carpet,0,2,Fully Furnished,North,0,4,enable visionary architectures,30500000.0,,,0,0,2,Dakshesh Mistry,8706700292
RENT-OFFI-410,Available,Rent,2024-09-10,Khatri Enclave,Bhayandar East,Mira Bhayandar,401105,Office Space,,1,696,Carpet,8,2,Unfurnished,North-East,0,19,whiteboard front-end deliverables,,181000.0,905000.0,0,0,2,Aditya Arora,6901642500
SALE-SHOP-411,Available,Sale,2024-12-01,Virk Complex,Shanti Nagar,Mira Bhayandar,401101,Shop,,1,690,Carpet,0,2,Unfurnished,North-East,2,3,transition enterprise partnerships,23500000.0,,,0,0,2,Sanya Barad,1878466075
RENT-SHOP-412,Available,Rent,2025-02-19,Nath Gardens,Jesal Park,Mira Bhayandar,401107,Shop,,1,921,Carpet,1,2,Unfurnished,South-West,0,21,redefine scalable e-tailers,,200000.0,600000.0,0,1,2,Damini Behl,918065321277
SALE-OFFI-413,Available,Sale,2024-07-15,Oak Enclave,Bhayandar East,Mira Bhayandar,401101,Office Space,,1,879,Built-up,13,2,Semi-Furnished,West,0,9,reinvent cross-platform vortals,13900000.0,,,0,0,1,Sai Palla,912338437586
RENT-SHOP-414,Available,Rent,2024-05-03,Kalita Complex,Bhayandar East,Mira Bhayandar,401105,Shop,,0,724,Built-up,24,2,Unfurnished,East,2,18,orchestrate mission-critical relationships,,72000.0,288000.0,0,1,2,Ekantika Mandal,6943738841
RENT-SHOP-415,Available,Rent,2024-06-07,Nanda Residency,Bhayandar East,Mira Bhayandar,401105,Shop,,1,2403,Built-up,0,2,Unfurnished,South,0,25,innovate seamless e-commerce,,68000.0,272000.0,0,1,2,Krish Kari,1837742840
SALE-BUNG-416,Available,Sale,2024-04-24,Krishna Enclave,Shanti Nagar,Mira Bhayandar,401101,Bungalow,5.0,6,2376,Built-up,0,2,Fully Furnished,South-West,0,19,implement out-of-the-box eyeballs,44300000.0,,,0,0,1,Yadavi Kapur,3323113930
SALE-OFFI-417,Available,Sale,2024-09-12,Reddy Plaza,Naya Nagar,Mira Bhayandar,401101,Office Space,,1,1125,Built-up,11,2,Semi-Furnished,South,1,17,exploit sticky portals,11000000.0,,,0,1,1,Abeer Ravel,1310515025
SALE-BUNG-418,Available,Sale,2023-09-07,Viswanathan Park,Shivar Garden,Mira Bhayandar,401101,Bungalow,4.0,6,3340,Carpet,0,2,Unfurnished,South,0,10,scale viral e-commerce,48700000.0,,,0,1,1,Sneha Bhargava,7501419838
RENT-APAR-419,Available,Rent,2024-09-01,Sodhi Apartments,Beverly Park,Mira Bhayandar,401107,Apartment,3.0,3,1330,Carpet,14,9,Fully Furnished,East,0,22,unleash sticky e-business,,55000.0,110000.0,5742,1,1,Idika Tandon,913856494575
SALE-APAR-420,Available,Sale,2025-05-23,Suri Heights,Shivar Garden,Mira Bhayandar,401101,Apartment,3.0,4,1312,Built-up,8,4,Semi-Furnished,North,2,25,brand compelling content,24800000.0,,,5202,1,2,Harini Nadkarni,9087105266
RENT-APAR-421,Available,Rent,2025-03-11,Rajagopal Residency,Bhayandar East,Mira Bhayandar,401107,Apartment,1.0,1,469,Built-up,4,5,Unfurnished,North-East,0,23,mesh user-centric portals,,15000.0,75000.0,1533,1,1,Vedika Korpal,914602257234
SALE-OFFI-422,Available,Sale,2024-02-10,Tiwari Greens,Shivar Garden,Mira Bhayandar,401107,Office Space,,0,1824,Built-up,7,2,Semi-Furnished,West,0,1,synthesize robust models,15200000.0,,,0,1,2,Ekta Choudhary,475296613
SALE-BUNG-423,Available,Sale,2025-05-02,Virk Heights,Bhayandar West,Mira Bhayandar,401101,Bungalow,4.0,5,2999,Carpet,0,2,Semi-Furnished,South,0,10,architect bleeding-edge interfaces,41200000.0,,,0,1,1,Tanmayi Dugar,5206345161
RENT-APAR-424,Available,Rent,2023-12-23,Kadakia Gardens,Bhayandar East,Mira Bhayandar,401107,Apartment,3.0,4,1753,Built-up,20,28,Fully Furnished,East,2,13,engineer killer platforms,,56000.0,112000.0,6548,1,2,Shivani Mangat,1998911789
SALE-APAR-425,Available,Sale,2024-05-21,Suresh Enclave,Jesal Park,Mira Bhayandar,401101,Apartment,3.0,4,1451,Carpet,13,8,Unfurnished,South-West,1,16,productize wireless functionalities,20100000.0,,,4347,0,1,Yochana Loyal,1859044334
SALE-OFFI-426,Available,Sale,2024-02-01,Krish Heights,Kanakia,Mira Bhayandar,401101,Office Space,,1,1573,Carpet,6,2,Unfurnished,South,1,7,innovate distributed synergies,29900000.0,,,0,0,1,Sanaya Kumar,3759914101
SALE-BUNG-427,Available,Sale,2024-05-04,Shanker Apartments,Kanakia,Mira Bhayandar,401105,Bungalow,5.0,6,2211,Carpet,0,2,Fully Furnished,North-East,2,3,harness rich paradigms,48600000.0,,,0,1,2,Bishakha Nadig,911133209750
RENT-OFFI-428,Available,Rent,2025-03-22,Grover Plaza,Golden Nest,Mira Bhayandar,401105,Office Space,,0,1336,Built-up,25,2,Fully Furnished,North,2,15,visualize holistic e-commerce,,72000.0,216000.0,0,1,2,Gayathri Parikh,8533454361
SALE-BUNG-429,Available,Sale,2024-03-15,Varughese Towers,Kanakia,Mira Bhayandar,401105,Bungalow,5.0,6,2685,Carpet,0,2,Fully Furnished,North,2,6,enable leading-edge initiatives,41500000.0,,,0,1,2,Liam Sami,6728638381
SALE-BUNG-430,Available,Sale,2023-08-03,Parsa Residency,Jesal Park,Mira Bhayandar,401107,Bungalow,3.0,4,2776,Carpet,0,2,Semi-Furnished,South-West,0,10,integrate cross-media e-business,47900000.0,,,0,0,1,Timothy Lad,911830959534
SALE-APAR-431,Available,Sale,2024-12-09,Kalita Enclave,Naya Nagar,Mira Bhayandar,401107,Apartment,3.0,3,1833,Built-up,17,28,Semi-Furnished,North-East,1,5,aggregate customized models,23200000.0,,,4864,1,1,Warhi Bali,9144555895
SALE-SHOP-432,Available,Sale,2024-09-08,Pant Residency,Beverly Park,Mira Bhayandar,401105,Shop,,1,2113,Built-up,18,2,Unfurnished,East,1,19,re-intermediate distributed action-items,26500000.0,,,0,1,2,Dakshesh Narain,6841865571
RENT-SHOP-433,Available,Rent,2024-05-01,Comar Complex,Jesal Park,Mira Bhayandar,401101,Shop,,1,1710,Built-up,23,2,Unfurnished,South-West,1,16,extend enterprise communities,,133000.0,665000.0,0,1,2,Idika Saran,5197254380
SALE-BUNG-434,Available,Sale,2024-07-23,Bajwa Towers,Bhayandar East,Mira Bhayandar,401107,Bungalow,4.0,6,2159,Built-up,0,2,Semi-Furnished,South-West,1,17,streamline out-of-the-box solutions,42900000.0,,,0,1,1,Daksha Mall,2059872194
RENT-OFFI-435,Available,Rent,2025-06-02,Swamy Residency,Shanti Nagar,Mira Bhayandar,401101,Office Space,,1,634,Built-up,24,2,Fully Furnished,East,0,22,transform customized synergies,,175000.0,350000.0,0,1,1,Tejas Murty,5213882553
RENT-OFFI-436,Available,Rent,2024-12-15,Ramakrishnan Gardens,Golden Nest,Mira Bhayandar,401101,Office Space,,0,638,Carpet,14,2,Fully Furnished,East,1,20,scale frictionless networks,,170000.0,850000.0,0,1,2,Jagdish Rajan,918417612757
RENT-OFFI-437,Available,Rent,2024-03-07,Warrior Apartments,Naya Nagar,Mira Bhayandar,401105,Office Space,,0,1457,Built-up,15,2,Semi-Furnished,South-West,1,5,deliver e-business relationships,,152000.0,760000.0,0,0,1,Urvashi Mandal,915114288912
SALE-BUNG-438,Available,Sale,2025-03-09,Chaudry Heights,Mira Road East,Mira Bhayandar,401101,Bungalow,4.0,5,2787,Built-up,0,2,Unfurnished,West,2,23,incubate visionary web-readiness,36100000.0,,,0,1,2,Krishna Karpe,910586434299
SALE-BUNG-439,Available,Sale,2024-04-10,Jayaraman Greens,Naya Nagar,Mira Bhayandar,401107,Bungalow,5.0,7,2757,Carpet,0,2,Fully Furnished,North-East,1,14,envisioneer plug-and-play models,43200000.0,,,0,1,1,Madhavi Cheema,5135279287
SALE-BUNG-440,Available,Sale,2024-02-16,Srinivasan Residency,Bhayandar East,Mira Bhayandar,401107,Bungalow,3.0,4,2572,Built-up,0,2,Unfurnished,South,1,9,strategize web-enabled relationships,49600000.0,,,0,1,1,Yashodhara Mistry,4012572218
SALE-BUNG-441,Available,Sale,2025-06-25,Warrior Heights,Mira Road East,Mira Bhayandar,401107,Bungalow,5.0,7,1842,Carpet,0,2,Fully Furnished,North,2,12,architect bricks-and-clicks eyeballs,47300000.0,,,0,1,2,Waida Bhargava,4562531808
SALE-BUNG-442,Available,Sale,2024-09-10,Sem Heights,Mira Road East,Mira Bhayandar,401101,Bungalow,5.0,7,3483,Built-up,0,2,Unfurnished,East,1,10,engage scalable deliverables,39800000.0,,,0,1,2,Chandani Natarajan,7065759138
RENT-APAR-443,Available,Rent,2025-03-11,Dara Plaza,Kanakia,Mira Bhayandar,401101,Apartment,3.0,3,1357,Built-up,12,5,Fully Furnished,South,1,14,optimize revolutionary niches,,40000.0,160000.0,5908,1,2,Chatura Sood,2293949048
RENT-APAR-444,Available,Rent,2023-10-21,Kurian Residency,Bhayandar East,Mira Bhayandar,401105,Apartment,2.0,3,790,Built-up,19,28,Unfurnished,South-West,1,16,aggregate strategic convergence,,30000.0,120000.0,2834,0,1,Arin Prabhu,3557327289
SALE-SHOP-445,Available,Sale,2023-12-15,Chaudhuri Park,Naya Nagar,Mira Bhayandar,401101,Shop,,1,499,Built-up,20,2,Unfurnished,North,2,5,brand killer vortals,31900000.0,,,0,0,1,Rushil Gaba,4789689741
RENT-APAR-446,Available,Rent,2025-01-10,Arya Complex,Beverly Park,Mira Bhayandar,401101,Apartment,3.0,4,1705,Built-up,22,26,Semi-Furnished,South-West,1,15,integrate e-business architectures,,41000.0,205000.0,6620,1,1,Ethan Bedi,3522461726
SALE-APAR-447,Available,Sale,2023-10-23,Chowdhury Park,Beverly Park,Mira Bhayandar,401101,Apartment,4.0,5,1776,Carpet,13,17,Unfurnished,South-West,2,17,synthesize mission-critical e-markets,17900000.0,,,7859,0,1,Tristan Thaman,912808116815
SALE-BUNG-448,Available,Sale,2024-10-29,Gala Greens,Golden Nest,Mira Bhayandar,401101,Bungalow,5.0,6,1995,Carpet,0,2,Semi-Furnished,West,0,15,synthesize open-source communities,48600000.0,,,0,1,2,Qabil Chauhan,8086501408
SALE-BUNG-449,Available,Sale,2024-06-06,Sharma Greens,Naya Nagar,Mira Bhayandar,401107,Bungalow,5.0,6,3176,Built-up,0,2,Semi-Furnished,North-East,1,19,streamline B2C bandwidth,33900000.0,,,0,1,2,Yachana Palla,7559664581
SALE-BUNG-450,Available,Sale,2024-11-11,Sodhi Complex,Jesal Park,Mira Bhayandar,401105,Bungalow,4.0,6,2921,Carpet,0,2,Fully Furnished,North,0,25,mesh web-enabled partnerships,41300000.0,,,0,1,2,Umang Venkataraman,914457493149
SALE-APAR-451,Available,Sale,2024-07-27,Nagy Greens,Naya Nagar,Mira Bhayandar,401107,Apartment,3.0,3,1231,Carpet,15,11,Fully Furnished,South,0,10,transition bricks-and-clicks technologies,25500000.0,,,3866,0,1,Bimala Atwal,8135873339
SALE-BUNG-452,Available,Sale,2025-01-26,Subramaniam Gardens,Beverly Park,Mira Bhayandar,401107,Bungalow,4.0,6,3157,Carpet,0,2,Fully Furnished,West,2,24,orchestrate transparent convergence,34900000.0,,,0,1,1,Lopa Balan,8045549091
SALE-APAR-453,Available,Sale,2025-06-22,Vaidya Enclave,Shivar Garden,Mira Bhayandar,401105,Apartment,3.0,3,1808,Carpet,20,11,Fully Furnished,South-West,0,14,empower wireless web-readiness,20000000.0,,,5152,1,1,Chandresh Tank,5239491095
SALE-OFFI-454,Available,Sale,2023-11-12,Banerjee Enclave,Kanakia,Mira Bhayandar,401107,Office Space,,0,1299,Built-up,19,2,Unfurnished,South,1,3,integrate dot-com synergies,8200000.0,,,0,1,1,Harini Chandran,910660952374
SALE-BUNG-455,Available,Sale,2024-10-18,Sha Greens,Shanti Nagar,Mira Bhayandar,401101,Bungalow,4.0,6,2441,Carpet,0,2,Fully Furnished,South-West,1,1,extend interactive action-items,38700000.0,,,0,0,2,Yashawini Sarin,6846245092
SALE-BUNG-456,Available,Sale,2023-08-12,Pradhan Towers,Mira Road East,Mira Bhayandar,401101,Bungalow,4.0,5,2527,Built-up,0,2,Fully Furnished,North,0,14,syndicate turn-key solutions,41800000.0,,,0,1,1,Reyansh Saraf,915505006330
RENT-OFFI-457,Available,Rent,2024-08-22,Babu Apartments,Bhayandar West,Mira Bhayandar,401101,Office Space,,0,1243,Built-up,5,2,Semi-Furnished,South-West,2,7,harness virtual mindshare,,169000.0,676000.0,0,1,1,Amara Varkey,6140520754
SALE-OFFI-458,Available,Sale,2025-07-02,Sur Gardens,Bhayandar East,Mira Bhayandar,401101,Office Space,,1,1108,Built-up,14,2,Unfurnished,South-West,2,15,benchmark B2C content,23000000.0,,,0,1,2,Atharv Patla,913672771283
SALE-APAR-459,Available,Sale,2023-08-05,Venkataraman Towers,Mira Road East,Mira Bhayandar,401101,Apartment,4.0,4,1580,Built-up,7,6,Fully Furnished,North-East,1,2,generate next-generation content,28900000.0,,,5952,0,2,Hemang Mutti,3816892994
SALE-APAR-460,Available,Sale,2024-04-15,Jaggi Enclave,Mira Road East,Mira Bhayandar,401105,Apartment,2.0,3,1015,Built-up,13,22,Unfurnished,South,2,21,target real-time interfaces,10200000.0,,,4418,1,1,Brinda Magar,910239398807
SALE-BUNG-461,Available,Sale,2023-09-09,Gokhale Park,Naya Nagar,Mira Bhayandar,401105,Bungalow,3.0,4,2848,Built-up,0,2,Unfurnished,West,2,20,extend granular relationships,29600000.0,,,0,1,2,Chaaya Bahri,9499164308
SALE-BUNG-462,Available,Sale,2024-10-03,Kaur Plaza,Beverly Park,Mira Bhayandar,401105,Bungalow,5.0,6,2801,Built-up,0,2,Fully Furnished,West,1,23,aggregate end-to-end architectures,32200000.0,,,0,0,2,Elijah Rai,918003458984
RENT-OFFI-463,Available,Rent,2023-11-10,Manda Heights,Golden Nest,Mira Bhayandar,401105,Office Space,,1,1978,Built-up,8,2,Semi-Furnished,North,0,1,extend efficient e-business,,78000.0,234000.0,0,1,2,Qabil Palla,8976218979
SALE-BUNG-464,Available,Sale,2025-07-11,Warrior Enclave,Kanakia,Mira Bhayandar,401101,Bungalow,3.0,4,3498,Built-up,0,2,Fully Furnished,East,0,7,deliver seamless metrics,27400000.0,,,0,0,1,Januja Mani,6139229109
SALE-APAR-465,Available,Sale,2025-03-12,Parmar Apartments,Jesal Park,Mira Bhayandar,401105,Apartment,2.0,3,881,Carpet,8,10,Semi-Furnished,North-East,1,4,drive interactive networks,10800000.0,,,2557,0,1,Zaid Malhotra,5738245425
