property_id,listing_status,listing_type,listing_date,closing_date,building___society,area___locality,city,pincode,property_type,bedrooms__bhk,area__sq__ft,asking_price__â_¹,monthly_rent__â_¹,final_price__â_¹,owner_name
SALE-APAR-2150,Sold,Sale,2021-06-20,2021-08-22,Wali Towers,Mira Road East,Mira Bhayandar,401101,Apartment,1.0,433,5300000.0,,5211064.0,Zaid Balan
SALE-OFFI-2151,Sold,Sale,2021-09-23,2021-11-16,Dash Towers,Mira Road East,Mira Bhayandar,401105,Office Space,,2013,32700000.0,,31251083.0,Maya Sengupta
RENT-SHOP-2152,Rented,Rent,2023-05-19,2023-06-15,Dugar Complex,Shanti Nagar,Mira Bhayandar,401101,Shop,,1709,,101000.0,101000.0,Faras Gokhale
SALE-SHOP-2153,Sold,Sale,2024-10-12,2024-12-07,Anne Park,Beverly Park,Mira Bhayandar,401101,Shop,,1516,28200000.0,,28052222.0,Qasim Bir
SALE-APAR-2154,Sold,Sale,2023-12-16,2024-02-13,Suresh Park,Kanakia,Mira Bhayandar,401105,Apartment,3.0,1106,19400000.0,,19037006.0,Janani Halder
RENT-OFFI-2155,Rented,Rent,2021-11-18,2021-12-11,Narasimhan Towers,Beverly Park,Mira Bhayandar,401105,Office Space,,648,,192000.0,192000.0,Vedhika Venkataraman
SALE-APAR-2156,Sold,Sale,2020-10-19,2021-01-17,Bawa Towers,Bhayandar East,Mira Bhayandar,401101,Apartment,3.0,1745,19800000.0,,19131632.0,Gauri Soni
SALE-SHOP-2157,Sold,Sale,2022-06-16,2022-08-12,Nath Residency,Bhayandar West,Mira Bhayandar,401107,Shop,,2230,34900000.0,,34084850.0,Zaitra Brahmbhatt
SALE-OFFI-2158,Sold,Sale,2024-06-26,2024-09-12,Rai Complex,Kanakia,Mira Bhayandar,401107,Office Space,,1323,30900000.0,,29397872.0,Kiaan Kade
SALE-APAR-2159,Sold,Sale,2020-07-25,2020-08-27,Kala Towers,Bhayandar East,Mira Bhayandar,401101,Apartment,3.0,1688,16500000.0,,16129038.0,Ishita Thakkar
RENT-APAR-2160,Rented,Rent,2023-11-27,2023-12-26,Bhargava Park,Bhayandar East,Mira Bhayandar,401101,Apartment,2.0,1064,,32000.0,32000.0,Devika Kaur
SALE-APAR-2161,Sold,Sale,2021-11-25,2021-12-21,Rajagopalan Residency,Bhayandar West,Mira Bhayandar,401107,Apartment,2.0,1083,10700000.0,,10298810.0,Ekiya Shan
SALE-OFFI-2162,Sold,Sale,2023-02-12,2023-03-17,Dar Towers,Golden Nest,Mira Bhayandar,401105,Office Space,,1148,18900000.0,,18856011.0,Ekapad Mistry
SALE-OFFI-2163,Sold,Sale,2022-06-20,2022-09-16,Parmer Park,Bhayandar West,Mira Bhayandar,401105,Office Space,,342,9200000.0,,8906781.0,Jeet Bala
SALE-SHOP-2164,Sold,Sale,2022-02-20,2022-04-25,Ramachandran Complex,Bhayandar West,Mira Bhayandar,401107,Shop,,829,36700000.0,,35508134.0,Waida Viswanathan
RENT-APAR-2165,Rented,Rent,2021-04-19,2021-06-10,Raghavan Towers,Kanakia,Mira Bhayandar,401105,Apartment,2.0,950,,35000.0,35000.0,Mitali More
SALE-SHOP-2166,Sold,Sale,2022-03-29,2022-06-22,Patla Heights,Shanti Nagar,Mira Bhayandar,401101,Shop,,699,28900000.0,,28585356.0,Rohan Sarkar
RENT-OFFI-2167,Rented,Rent,2022-12-12,2023-02-05,Patla Plaza,Bhayandar East,Mira Bhayandar,401107,Office Space,,905,,68000.0,68000.0,Kashvi Bhagat
RENT-OFFI-2168,Rented,Rent,2022-04-19,2022-06-02,Saha Residency,Mira Road East,Mira Bhayandar,401101,Office Space,,428,,71000.0,71000.0,Watika Ganesan
RENT-APAR-2169,Rented,Rent,2021-10-09,2021-12-30,Kuruvilla Heights,Mira Road East,Mira Bhayandar,401101,Apartment,2.0,1098,,40000.0,40000.0,Riya Venkatesh
SALE-SHOP-2170,Sold,Sale,2020-11-05,2021-01-07,Pandya Park,Beverly Park,Mira Bhayandar,401101,Shop,,1714,15400000.0,,15168119.0,Raghav Dhaliwal
SALE-APAR-2171,Sold,Sale,2024-07-08,2024-09-28,Konda Park,Mira Road East,Mira Bhayandar,401105,Apartment,3.0,1306,19100000.0,,18704046.0,Rachana Gandhi
SALE-SHOP-2172,Sold,Sale,2024-08-11,2024-11-08,Taneja Heights,Bhayandar East,Mira Bhayandar,401105,Shop,,1037,31200000.0,,30532676.0,Eshana Kata
RENT-APAR-2173,Rented,Rent,2023-04-07,2023-05-19,Talwar Park,Bhayandar East,Mira Bhayandar,401107,Apartment,2.0,738,,39000.0,39000.0,Ria Savant
SALE-OFFI-2174,Sold,Sale,2022-08-06,2022-09-13,Chaudhari Complex,Shanti Nagar,Mira Bhayandar,401105,Office Space,,233,14900000.0,,14265045.0,Udyati Chad
SALE-APAR-2175,Sold,Sale,2024-11-09,2025-01-17,Raju Park,Mira Road East,Mira Bhayandar,401107,Apartment,3.0,1447,17000000.0,,16815180.0,Victor Sami
RENT-OFFI-2176,Rented,Rent,2021-05-22,2021-08-05,Rana Towers,Kanakia,Mira Bhayandar,401107,Office Space,,672,,104000.0,104000.0,Xiti Kamdar
RENT-SHOP-2177,Rented,Rent,2023-04-15,2023-05-23,Dhingra Heights,Bhayandar East,Mira Bhayandar,401107,Shop,,266,,119000.0,119000.0,Hema Boase
SALE-OFFI-2178,Sold,Sale,2023-03-15,2023-05-08,Bail Complex,Kanakia,Mira Bhayandar,401101,Office Space,,2473,33900000.0,,32637471.0,Rajeshri Walla
SALE-SHOP-2179,Sold,Sale,2022-06-12,2022-07-07,Rana Residency,Golden Nest,Mira Bhayandar,401107,Shop,,1090,15000000.0,,14837269.0,Samuel Sibal
RENT-APAR-2180,Rented,Rent,2022-03-19,2022-04-17,Bakshi Park,Bhayandar West,Mira Bhayandar,401107,Apartment,1.0,610,,25000.0,25000.0,Wazir Tella
SALE-APAR-2181,Sold,Sale,2024-09-30,2024-11-14,Reddy Park,Bhayandar East,Mira Bhayandar,401105,Apartment,3.0,1437,16600000.0,,16066225.0,Gaurangi Wable
SALE-APAR-2182,Sold,Sale,2021-12-02,2022-01-05,Kakar Complex,Mira Road East,Mira Bhayandar,401107,Apartment,3.0,1786,16000000.0,,15755247.0,Wakeeta Bava
RENT-SHOP-2183,Rented,Rent,2023-08-08,2023-10-12,Chandra Residency,Bhayandar West,Mira Bhayandar,401101,Shop,,2107,,170000.0,170000.0,Girindra Chahal
SALE-APAR-2184,Sold,Sale,2022-03-12,2022-06-07,Rai Plaza,Golden Nest,Mira Bhayandar,401107,Apartment,3.0,1380,18000000.0,,17816881.0,Yashoda Tara
RENT-SHOP-2185,Rented,Rent,2021-11-11,2021-12-17,Kapadia Complex,Mira Road East,Mira Bhayandar,401105,Shop,,605,,125000.0,125000.0,Suhani Iyengar
RENT-APAR-2186,Rented,Rent,2025-03-23,2025-05-04,Chakrabarti Towers,Bhayandar East,Mira Bhayandar,401101,Apartment,1.0,471,,21000.0,21000.0,Ekta Anne
SALE-SHOP-2187,Sold,Sale,2022-07-31,2022-09-07,Madan Residency,Bhayandar West,Mira Bhayandar,401101,Shop,,1095,21600000.0,,21142986.0,Girik Lall
SALE-OFFI-2188,Sold,Sale,2024-01-21,2024-03-19,Sen Park,Bhayandar East,Mira Bhayandar,401101,Office Space,,2258,37000000.0,,35576741.0,Logan Menon
RENT-SHOP-2189,Rented,Rent,2025-04-22,2025-05-23,Goda Complex,Mira Road East,Mira Bhayandar,401101,Shop,,1672,,147000.0,147000.0,Turvi Chada
SALE-SHOP-2190,Sold,Sale,2022-06-09,2022-08-04,Dhawan Complex,Golden Nest,Mira Bhayandar,401101,Shop,,1960,15600000.0,,15569667.0,Viraj Dada
SALE-OFFI-2191,Sold,Sale,2025-01-14,2025-03-03,Toor Heights,Shanti Nagar,Mira Bhayandar,401101,Office Space,,1004,11700000.0,,11391114.0,Matthew Choudhary
SALE-APAR-2192,Sold,Sale,2025-04-18,2025-07-12,Parmer Complex,Beverly Park,Mira Bhayandar,401107,Apartment,2.0,679,14900000.0,,14517593.0,Shravya Aurora
RENT-APAR-2193,Rented,Rent,2024-05-22,2024-07-05,Chaudhuri Residency,Golden Nest,Mira Bhayandar,401105,Apartment,2.0,987,,36000.0,36000.0,Vihaan Sinha
RENT-OFFI-2194,Rented,Rent,2022-07-24,2022-10-03,Rajagopalan Park,Bhayandar East,Mira Bhayandar,401105,Office Space,,2160,,122000.0,122000.0,Yoshita Deol
SALE-OFFI-2195,Sold,Sale,2021-12-14,2022-02-02,Dora Residency,Bhayandar East,Mira Bhayandar,401101,Office Space,,1814,15900000.0,,15319018.0,Devansh Balakrishnan
SALE-OFFI-2196,Sold,Sale,2023-02-25,2023-05-04,Chatterjee Plaza,Kanakia,Mira Bhayandar,401107,Office Space,,1702,27200000.0,,26469041.0,Damyanti Mahal
SALE-SHOP-2197,Sold,Sale,2021-09-25,2021-12-20,Raja Towers,Mira Road East,Mira Bhayandar,401107,Shop,,1852,37800000.0,,36189097.0,Joshua Banik
RENT-APAR-2198,Rented,Rent,2025-02-16,2025-03-24,Sani Residency,Bhayandar West,Mira Bhayandar,401101,Apartment,2.0,803,,36000.0,36000.0,Yatin Pandit
SALE-APAR-2199,Sold,Sale,2020-09-08,2020-12-03,Sabharwal Park,Kanakia,Mira Bhayandar,401101,Apartment,3.0,1323,21500000.0,,20564256.0,Arin Sehgal
SALE-SHOP-2200,Sold,Sale,2021-01-24,2021-04-14,Nori Park,Golden Nest,Mira Bhayandar,401105,Shop,,428,22000000.0,,21416901.0,Devika Padmanabhan
RENT-SHOP-2201,Rented,Rent,2021-04-07,2021-05-15,Majumdar Park,Bhayandar East,Mira Bhayandar,401105,Shop,,1026,,104000.0,104000.0,Upkaar Saran
SALE-APAR-2202,Sold,Sale,2021-03-20,2021-04-18,Jani Plaza,Beverly Park,Mira Bhayandar,401101,Apartment,3.0,1717,22900000.0,,22655145.0,Krisha Mukhopadhyay
SALE-OFFI-2203,Sold,Sale,2021-01-24,2021-03-30,Mital Park,Beverly Park,Mira Bhayandar,401105,Office Space,,982,35900000.0,,34598428.0,Lavanya Baral
RENT-OFFI-2204,Rented,Rent,2021-02-08,2021-05-08,Kale Complex,Shanti Nagar,Mira Bhayandar,401107,Office Space,,1456,,193000.0,193000.0,Onkar Brahmbhatt
RENT-SHOP-2205,Rented,Rent,2023-05-15,2023-07-15,Patla Complex,Kanakia,Mira Bhayandar,401101,Shop,,859,,58000.0,58000.0,Harsh Sharaf
RENT-OFFI-2206,Rented,Rent,2023-09-21,2023-11-23,Kothari Towers,Bhayandar East,Mira Bhayandar,401107,Office Space,,1840,,175000.0,175000.0,Baljiwan Bava
SALE-OFFI-2207,Sold,Sale,2021-03-08,2021-05-13,Sha Towers,Beverly Park,Mira Bhayandar,401107,Office Space,,1705,14800000.0,,14541448.0,Yashasvi Biswas
RENT-SHOP-2208,Rented,Rent,2020-11-05,2020-12-16,Ramanathan Towers,Golden Nest,Mira Bhayandar,401105,Shop,,1387,,140000.0,140000.0,Krish Bhasin
RENT-OFFI-2209,Rented,Rent,2025-07-08,2025-10-04,Vohra Towers,Kanakia,Mira Bhayandar,401105,Office Space,,2305,,183000.0,183000.0,Amrita Bal
RENT-SHOP-2210,Rented,Rent,2024-12-23,2025-01-31,Dyal Residency,Shanti Nagar,Mira Bhayandar,401105,Shop,,2256,,136000.0,136000.0,Gagan Dass
RENT-OFFI-2211,Rented,Rent,2024-04-26,2024-06-01,Dara Complex,Shanti Nagar,Mira Bhayandar,401105,Office Space,,990,,122000.0,122000.0,Omaja Chaudry
RENT-SHOP-2212,Rented,Rent,2022-11-06,2023-01-06,Dhillon Plaza,Bhayandar West,Mira Bhayandar,401101,Shop,,432,,112000.0,112000.0,Diya Om
SALE-SHOP-2213,Sold,Sale,2021-12-31,2022-03-05,Patil Plaza,Mira Road East,Mira Bhayandar,401105,Shop,,1959,7200000.0,,7123411.0,Udyati Sarraf
RENT-OFFI-2214,Rented,Rent,2024-11-23,2025-02-15,Korpal Park,Shanti Nagar,Mira Bhayandar,401101,Office Space,,1002,,125000.0,125000.0,Vedhika Ramaswamy
SALE-APAR-2215,Sold,Sale,2022-11-10,2022-12-30,Ray Complex,Golden Nest,Mira Bhayandar,401101,Apartment,3.0,1499,21100000.0,,20882701.0,Qabil Shan
RENT-SHOP-2216,Rented,Rent,2021-01-09,2021-02-16,Dâ€™Alia Towers,Shanti Nagar,Mira Bhayandar,401101,Shop,,891,,157000.0,157000.0,Veda Khurana
SALE-SHOP-2217,Sold,Sale,2023-05-10,2023-07-18,Magar Heights,Bhayandar East,Mira Bhayandar,401101,Shop,,1399,21100000.0,,21076092.0,Chasmum Upadhyay
RENT-OFFI-2218,Rented,Rent,2024-05-02,2024-07-08,Mitter Residency,Shanti Nagar,Mira Bhayandar,401105,Office Space,,549,,168000.0,168000.0,Finn Balay
SALE-APAR-2219,Sold,Sale,2025-02-23,2025-03-29,Suri Heights,Shanti Nagar,Mira Bhayandar,401107,Apartment,1.0,407,6500000.0,,6435185.0,Edhitha Nanda
SALE-APAR-2220,Sold,Sale,2024-02-01,2024-03-31,Bora Plaza,Shanti Nagar,Mira Bhayandar,401101,Apartment,1.0,482,4600000.0,,4543950.0,Utkarsh Mishra
RENT-OFFI-2221,Rented,Rent,2022-08-01,2022-08-28,Vyas Park,Bhayandar East,Mira Bhayandar,401101,Office Space,,947,,152000.0,152000.0,Daksh Som
SALE-SHOP-2222,Sold,Sale,2021-03-15,2021-05-01,Bassi Park,Shanti Nagar,Mira Bhayandar,401101,Shop,,798,37800000.0,,36606850.0,Sarthak Kale
RENT-OFFI-2223,Rented,Rent,2023-12-25,2024-02-21,Ramachandran Park,Kanakia,Mira Bhayandar,401107,Office Space,,1561,,86000.0,86000.0,Yuvraj Garde
SALE-APAR-2224,Sold,Sale,2024-08-17,2024-10-27,Dey Heights,Bhayandar East,Mira Bhayandar,401105,Apartment,2.0,1038,12900000.0,,12528918.0,Sanaya Kashyap
RENT-APAR-2225,Rented,Rent,2023-07-25,2023-10-10,Sridhar Park,Mira Road East,Mira Bhayandar,401105,Apartment,1.0,501,,23000.0,23000.0,Rajata Bhagat
RENT-SHOP-2226,Rented,Rent,2023-11-06,2023-12-06,Nayar Plaza,Beverly Park,Mira Bhayandar,401101,Shop,,1501,,118000.0,118000.0,Dipta Murty
RENT-SHOP-2227,Rented,Rent,2025-04-29,2025-07-18,Patil Towers,Bhayandar West,Mira Bhayandar,401101,Shop,,1907,,55000.0,55000.0,Banjeet Gala
RENT-APAR-2228,Rented,Rent,2024-06-05,2024-07-23,Subramaniam Residency,Golden Nest,Mira Bhayandar,401105,Apartment,3.0,1562,,52000.0,52000.0,Farhan Amble
SALE-OFFI-2229,Sold,Sale,2025-03-30,2025-06-11,Shankar Park,Bhayandar West,Mira Bhayandar,401107,Office Space,,204,28900000.0,,28041846.0,Aarav Murty
RENT-APAR-2230,Rented,Rent,2021-05-23,2021-08-02,Ramachandran Towers,Kanakia,Mira Bhayandar,401107,Apartment,1.0,660,,25000.0,25000.0,Maanav Muni
RENT-APAR-2231,Rented,Rent,2025-02-10,2025-03-02,Brahmbhatt Heights,Shanti Nagar,Mira Bhayandar,401105,Apartment,3.0,1450,,59000.0,59000.0,Rayaan Batta
SALE-SHOP-2232,Sold,Sale,2022-03-04,2022-05-11,Dhawan Towers,Golden Nest,Mira Bhayandar,401107,Shop,,1137,29100000.0,,28665854.0,Manthan Bawa
SALE-OFFI-2233,Sold,Sale,2022-09-13,2022-12-09,Saha Residency,Bhayandar East,Mira Bhayandar,401107,Office Space,,1447,40000000.0,,39838898.0,Banjeet Malhotra
SALE-APAR-2234,Sold,Sale,2021-05-09,2021-07-01,Bawa Park,Shanti Nagar,Mira Bhayandar,401107,Apartment,2.0,972,14100000.0,,13413663.0,Yashoda Wason
RENT-OFFI-2235,Rented,Rent,2024-03-09,2024-04-12,Sami Heights,Bhayandar East,Mira Bhayandar,401101,Office Space,,738,,199000.0,199000.0,Lila Aurora
SALE-OFFI-2236,Sold,Sale,2022-06-30,2022-08-12,Pant Plaza,Mira Road East,Mira Bhayandar,401101,Office Space,,470,8900000.0,,8600775.0,Mason Dash
SALE-APAR-2237,Sold,Sale,2021-10-19,2021-12-30,Balay Complex,Kanakia,Mira Bhayandar,401101,Apartment,2.0,805,10100000.0,,9635324.0,Lakshmi Som
RENT-SHOP-2238,Rented,Rent,2024-05-14,2024-06-25,Bhat Plaza,Mira Road East,Mira Bhayandar,401101,Shop,,1345,,150000.0,150000.0,Leela Iyer
RENT-OFFI-2239,Rented,Rent,2023-10-05,2023-11-07,Gour Heights,Bhayandar East,Mira Bhayandar,401105,Office Space,,1195,,182000.0,182000.0,Yuvraj Vohra
RENT-APAR-2240,Rented,Rent,2022-05-02,2022-07-27,Mahal Plaza,Mira Road East,Mira Bhayandar,401105,Apartment,3.0,1317,,40000.0,40000.0,Timothy Raju
SALE-SHOP-2241,Sold,Sale,2022-02-07,2022-03-03,Yadav Towers,Kanakia,Mira Bhayandar,401101,Shop,,1806,20000000.0,,19282196.0,Oscar Mukherjee
RENT-APAR-2242,Rented,Rent,2024-01-23,2024-03-14,Naidu Residency,Mira Road East,Mira Bhayandar,401105,Apartment,2.0,1007,,29000.0,29000.0,Jyoti Zacharia
RENT-SHOP-2243,Rented,Rent,2023-11-14,2023-12-06,Muni Plaza,Shanti Nagar,Mira Bhayandar,401107,Shop,,2191,,199000.0,199000.0,Samaksh Chopra
RENT-SHOP-2244,Rented,Rent,2020-10-07,2021-01-01,Sarna Park,Bhayandar East,Mira Bhayandar,401107,Shop,,740,,167000.0,167000.0,Isaiah Gade
SALE-APAR-2245,Sold,Sale,2024-12-26,2025-01-31,Wable Park,Bhayandar East,Mira Bhayandar,401107,Apartment,3.0,1793,21000000.0,,20688954.0,Tanish Bhasin
SALE-SHOP-2246,Sold,Sale,2021-08-31,2021-10-17,Mani Park,Beverly Park,Mira Bhayandar,401101,Shop,,495,37900000.0,,37496231.0,Brinda Hegde
SALE-APAR-2247,Sold,Sale,2021-05-17,2021-07-17,Madan Heights,Bhayandar West,Mira Bhayandar,401101,Apartment,2.0,1018,10000000.0,,9929173.0,Girik Sodhi
SALE-APAR-2248,Sold,Sale,2021-05-02,2021-05-22,Shah Towers,Bhayandar East,Mira Bhayandar,401107,Apartment,2.0,842,12400000.0,,11891234.0,Advaith Deol
RENT-APAR-2249,Rented,Rent,2020-11-14,2020-12-22,Kala Park,Golden Nest,Mira Bhayandar,401107,Apartment,1.0,671,,25000.0,25000.0,Rachana Karnik
SALE-APAR-2250,Sold,Sale,2024-11-11,2025-01-02,Rau Complex,Beverly Park,Mira Bhayandar,401105,Apartment,3.0,1279,17200000.0,,16452793.0,Pranit Khare
RENT-APAR-2251,Rented,Rent,2024-06-01,2024-07-09,Sama Park,Golden Nest,Mira Bhayandar,401105,Apartment,1.0,440,,15000.0,15000.0,Arya Dass
RENT-SHOP-2252,Rented,Rent,2021-07-10,2021-07-30,Kumar Heights,Shanti Nagar,Mira Bhayandar,401107,Shop,,1610,,151000.0,151000.0,Niharika Dara
RENT-APAR-2253,Rented,Rent,2022-11-05,2023-01-25,Pandey Residency,Bhayandar West,Mira Bhayandar,401107,Apartment,1.0,596,,19000.0,19000.0,Odika Sem
RENT-OFFI-2254,Rented,Rent,2021-08-09,2021-09-16,Nair Plaza,Shanti Nagar,Mira Bhayandar,401101,Office Space,,474,,172000.0,172000.0,Ekantika Kalla
RENT-APAR-2255,Rented,Rent,2021-04-14,2021-05-12,Krishnan Residency,Bhayandar West,Mira Bhayandar,401101,Apartment,2.0,808,,25000.0,25000.0,Nakul Warrior
SALE-APAR-2256,Sold,Sale,2023-10-07,2023-12-10,Bora Complex,Kanakia,Mira Bhayandar,401101,Apartment,1.0,607,4900000.0,,4829910.0,Rehaan Baria
RENT-APAR-2257,Rented,Rent,2021-01-12,2021-02-24,Sarkar Plaza,Kanakia,Mira Bhayandar,401101,Apartment,3.0,1438,,59000.0,59000.0,Chakradhar Suresh
RENT-APAR-2258,Rented,Rent,2022-07-25,2022-10-19,Baria Complex,Bhayandar East,Mira Bhayandar,401101,Apartment,2.0,1086,,37000.0,37000.0,Vedika Taneja
SALE-SHOP-2259,Sold,Sale,2022-10-19,2022-11-29,Srinivas Towers,Kanakia,Mira Bhayandar,401101,Shop,,1641,20600000.0,,20496323.0,Sneha Thaman
SALE-SHOP-2260,Sold,Sale,2022-05-30,2022-08-21,Raja Residency,Mira Road East,Mira Bhayandar,401107,Shop,,1889,30100000.0,,29813359.0,Praneel Sahota
RENT-SHOP-2261,Rented,Rent,2022-07-14,2022-08-17,Datta Towers,Golden Nest,Mira Bhayandar,401107,Shop,,1730,,169000.0,169000.0,Andrew Nadkarni
RENT-APAR-2262,Rented,Rent,2022-11-16,2022-12-28,Mitra Towers,Beverly Park,Mira Bhayandar,401105,Apartment,2.0,1085,,34000.0,34000.0,Pranav Kadakia
RENT-SHOP-2263,Rented,Rent,2024-03-15,2024-04-25,Mannan Residency,Golden Nest,Mira Bhayandar,401105,Shop,,1248,,88000.0,88000.0,Logan Doctor
RENT-APAR-2264,Rented,Rent,2020-09-27,2020-12-04,Hari Towers,Shanti Nagar,Mira Bhayandar,401101,Apartment,1.0,423,,15000.0,15000.0,Jagvi Tailor
RENT-SHOP-2265,Rented,Rent,2022-03-18,2022-06-09,Mody Towers,Kanakia,Mira Bhayandar,401107,Shop,,452,,129000.0,129000.0,Yasti Randhawa
SALE-APAR-2266,Sold,Sale,2020-12-20,2021-02-14,Rajagopal Plaza,Bhayandar West,Mira Bhayandar,401107,Apartment,2.0,784,9800000.0,,9349769.0,Hitesh Singhal
SALE-OFFI-2267,Sold,Sale,2025-06-07,2025-07-15,Sibal Towers,Bhayandar West,Mira Bhayandar,401107,Office Space,,1956,27800000.0,,26694096.0,Balveer Varkey
RENT-OFFI-2268,Rented,Rent,2024-05-17,2024-08-09,Sani Towers,Mira Road East,Mira Bhayandar,401107,Office Space,,769,,79000.0,79000.0,Krisha Bhatti
RENT-OFFI-2269,Rented,Rent,2025-05-18,2025-08-15,Garg Towers,Bhayandar East,Mira Bhayandar,401101,Office Space,,1656,,80000.0,80000.0,Deepa Lata
SALE-OFFI-2270,Sold,Sale,2024-01-10,2024-02-09,Prakash Plaza,Bhayandar West,Mira Bhayandar,401105,Office Space,,1289,7700000.0,,7319096.0,Amaira Sankar
RENT-OFFI-2271,Rented,Rent,2025-04-03,2025-06-07,Dutta Park,Kanakia,Mira Bhayandar,401107,Office Space,,1832,,63000.0,63000.0,Krishna Konda
SALE-APAR-2272,Sold,Sale,2022-01-28,2022-03-09,Kulkarni Plaza,Golden Nest,Mira Bhayandar,401105,Apartment,1.0,612,4600000.0,,4530713.0,Ridhi Chaudhari
RENT-SHOP-2273,Rented,Rent,2022-07-26,2022-08-17,Ramachandran Complex,Bhayandar West,Mira Bhayandar,401101,Shop,,591,,93000.0,93000.0,Bhavya Bir
RENT-SHOP-2274,Rented,Rent,2025-05-05,2025-08-03,Krishnan Residency,Shanti Nagar,Mira Bhayandar,401105,Shop,,495,,53000.0,53000.0,Girindra Zachariah
SALE-OFFI-2275,Sold,Sale,2023-05-17,2023-07-19,Raghavan Towers,Beverly Park,Mira Bhayandar,401107,Office Space,,2445,23200000.0,,22346550.0,Harsh Ghose
SALE-APAR-2276,Sold,Sale,2024-05-31,2024-08-25,Nair Complex,Shanti Nagar,Mira Bhayandar,401107,Apartment,3.0,1197,22800000.0,,22114518.0,Darika Chahal
SALE-APAR-2277,Sold,Sale,2022-10-15,2022-12-30,Goyal Heights,Bhayandar West,Mira Bhayandar,401105,Apartment,3.0,1685,20300000.0,,19893053.0,Om Munshi
SALE-OFFI-2278,Sold,Sale,2021-12-16,2022-03-01,Chander Towers,Bhayandar West,Mira Bhayandar,401101,Office Space,,806,21100000.0,,20891695.0,Diya Narayan
RENT-SHOP-2279,Rented,Rent,2024-12-18,2025-02-22,Bir Park,Golden Nest,Mira Bhayandar,401107,Shop,,1557,,168000.0,168000.0,David Chowdhury
SALE-SHOP-2280,Sold,Sale,2021-07-06,2021-09-16,Mital Towers,Mira Road East,Mira Bhayandar,401105,Shop,,1515,11300000.0,,11189738.0,Hredhaan Sarkar
RENT-OFFI-2281,Rented,Rent,2021-01-13,2021-02-12,Kumer Complex,Kanakia,Mira Bhayandar,401101,Office Space,,2404,,126000.0,126000.0,Yuvraj Mane
RENT-APAR-2282,Rented,Rent,2021-11-23,2021-12-27,Shanker Complex,Shanti Nagar,Mira Bhayandar,401105,Apartment,1.0,451,,21000.0,21000.0,Wyatt Panchal
SALE-SHOP-2283,Sold,Sale,2021-06-07,2021-07-06,Zacharia Complex,Bhayandar West,Mira Bhayandar,401107,Shop,,1257,25800000.0,,25344231.0,Oviya Pathak
SALE-OFFI-2284,Sold,Sale,2024-09-02,2024-11-09,Kannan Heights,Bhayandar West,Mira Bhayandar,401101,Office Space,,1294,9000000.0,,8565112.0,Nidra Mannan
RENT-APAR-2285,Rented,Rent,2021-05-21,2021-07-01,Gole Complex,Bhayandar West,Mira Bhayandar,401105,Apartment,2.0,855,,40000.0,40000.0,Eiravati Sem
RENT-APAR-2286,Rented,Rent,2021-11-04,2022-01-15,Bumb Park,Shanti Nagar,Mira Bhayandar,401101,Apartment,3.0,1555,,45000.0,45000.0,Dakshesh Srinivasan
RENT-APAR-2287,Rented,Rent,2020-10-11,2021-01-06,Borah Heights,Bhayandar East,Mira Bhayandar,401105,Apartment,3.0,1767,,56000.0,56000.0,Samesh Radhakrishnan
SALE-APAR-2288,Sold,Sale,2024-06-05,2024-07-22,Kothari Towers,Kanakia,Mira Bhayandar,401101,Apartment,1.0,518,5000000.0,,4834796.0,Ayush Mammen
SALE-SHOP-2289,Sold,Sale,2024-10-14,2024-11-16,Som Plaza,Mira Road East,Mira Bhayandar,401101,Shop,,1490,22200000.0,,21095861.0,Ishwar Pandit
SALE-APAR-2290,Sold,Sale,2023-01-23,2023-03-28,Pandey Plaza,Mira Road East,Mira Bhayandar,401101,Apartment,2.0,968,11400000.0,,11219015.0,Harshil Lala
SALE-SHOP-2291,Sold,Sale,2020-11-24,2021-01-10,Chopra Towers,Beverly Park,Mira Bhayandar,401101,Shop,,2069,7000000.0,,6811292.0,Gavin Dewan
SALE-APAR-2292,Sold,Sale,2023-10-22,2024-01-07,Varma Residency,Shanti Nagar,Mira Bhayandar,401105,Apartment,1.0,559,6700000.0,,6429868.0,Girish Shanker
SALE-APAR-2293,Sold,Sale,2025-03-01,2025-03-22,Choudhry Residency,Shanti Nagar,Mira Bhayandar,401107,Apartment,2.0,971,13400000.0,,13036968.0,Anusha Rao
RENT-APAR-2294,Rented,Rent,2022-12-01,2023-01-03,Bajaj Towers,Shanti Nagar,Mira Bhayandar,401107,Apartment,2.0,965,,34000.0,34000.0,Nakul Seth
SALE-APAR-2295,Sold,Sale,2021-04-17,2021-07-01,Majumdar Complex,Golden Nest,Mira Bhayandar,401105,Apartment,3.0,1712,20500000.0,,20328743.0,Girindra Lalla
SALE-SHOP-2296,Sold,Sale,2020-08-10,2020-10-24,Dar Plaza,Mira Road East,Mira Bhayandar,401101,Shop,,2265,17500000.0,,17308181.0,Ishita More
SALE-SHOP-2297,Sold,Sale,2023-07-12,2023-09-22,Dhar Complex,Bhayandar East,Mira Bhayandar,401101,Shop,,1241,19700000.0,,19653493.0,Hema Muni
RENT-SHOP-2298,Rented,Rent,2024-05-05,2024-07-06,Chaudhary Residency,Beverly Park,Mira Bhayandar,401105,Shop,,1650,,136000.0,136000.0,Gaurangi Dasgupta
