client_id,client_name,property_id,similarity_score,bhk_match,location_match,price_match,listing_type,furnishing_match
CL-1264,Vincent Ray,SALE-APAR-192,85.0,1.0,shivar garden,4500000.0,Sale,Semi-Furnished
CL-1265,Ekansh Modi,RENT-APAR-706,90.0,2.0,bhayandar east,25000.0,Rent,Semi-Furnished
CL-1265,Ekansh Modi,RENT-APAR-1023,82.0,2.0,bhayandar east,25000.0,Rent,Fully Furnished
CL-1265,Ekansh Modi,RENT-APAR-629,80.0,2.0,bhayandar east,28000.0,Rent,Semi-Furnished
CL-1265,Ekansh Modi,RENT-APAR-601,77.0,1.0,mira road east,25000.0,Rent,Fully Furnished
CL-1265,Ekansh Modi,RENT-APAR-609,72.0,1.0,mira road east,18000.0,Rent,Fully Furnished
CL-1265,Ekansh Modi,RENT-APAR-1074,70.0,1.0,mira road east,19000.0,Rent,Unfurnished
CL-1265,Ekansh Modi,RENT-APAR-1094,70.0,1.0,bhayandar west,18000.0,Rent,Semi-Furnished
CL-1265,Ekansh Modi,RENT-APAR-201,65.0,1.0,bhayandar west,15000.0,Rent,Semi-Furnished
CL-1265,Ekansh Modi,RENT-APAR-319,65.0,1.0,shivar garden,23000.0,Rent,Semi-Furnished
CL-1265,Ekansh Modi,RENT-APAR-341,65.0,2.0,beverly park,26000.0,Rent,Unfurnished
CL-1266,Vasana Goda,SALE-APAR-517,90.0,2.0,mira road east,8500000.0,Sale,Semi-Furnished
CL-1266,Vasana Goda,SALE-APAR-490,75.0,1.0,mira road east,6600000.0,Sale,Unfurnished
CL-1266,Vasana Goda,SALE-APAR-770,75.0,1.0,mira road east,6300000.0,Sale,Unfurnished
CL-1266,Vasana Goda,SALE-APAR-110,70.0,2.0,beverly park,9800000.0,Sale,Semi-Furnished
CL-1266,Vasana Goda,SALE-APAR-121,70.0,2.0,shivar garden,9300000.0,Sale,Fully Furnished
CL-1266,Vasana Goda,SALE-APAR-180,70.0,1.0,mira road east,5600000.0,Sale,Semi-Furnished
CL-1266,Vasana Goda,SALE-APAR-185,70.0,2.0,golden nest,9000000.0,Sale,Unfurnished
CL-1266,Vasana Goda,SALE-APAR-622,70.0,2.0,shivar garden,9500000.0,Sale,Unfurnished
CL-1266,Vasana Goda,SALE-APAR-697,70.0,2.0,jesal park,8100000.0,Sale,Unfurnished
CL-1266,Vasana Goda,SALE-APAR-722,70.0,2.0,jesal park,8100000.0,Sale,Semi-Furnished
CL-1267,Veda Sant,RENT-APAR-250,90.0,2.0,shanti nagar,35000.0,Rent,Fully Furnished
CL-1267,Veda Sant,RENT-APAR-295,90.0,2.0,shivar garden,36000.0,Rent,Fully Furnished
CL-1267,Veda Sant,RENT-APAR-391,90.0,2.0,golden nest,37000.0,Rent,Fully Furnished
CL-1267,Veda Sant,RENT-APAR-883,90.0,2.0,mira road east,37000.0,Rent,Fully Furnished
CL-1267,Veda Sant,RENT-APAR-1023,90.0,2.0,bhayandar east,25000.0,Rent,Fully Furnished
CL-1267,Veda Sant,RENT-APAR-162,85.0,2.0,naya nagar,33000.0,Rent,Fully Furnished
CL-1267,Veda Sant,RENT-APAR-494,85.0,2.0,mira road east,37000.0,Rent,Fully Furnished
CL-1267,Veda Sant,RENT-APAR-706,85.0,2.0,bhayandar east,25000.0,Rent,Semi-Furnished
CL-1267,Veda Sant,RENT-APAR-919,85.0,2.0,beverly park,36000.0,Rent,Fully Furnished
CL-1267,Veda Sant,RENT-APAR-272,80.0,2.0,beverly park,35000.0,Rent,Unfurnished
CL-1268,Zaitra Kalita,SALE-APAR-465,90.0,2.0,jesal park,10800000.0,Sale,Semi-Furnished
CL-1268,Zaitra Kalita,SALE-APAR-526,90.0,2.0,bhayandar east,11000000.0,Sale,Fully Furnished
CL-1268,Zaitra Kalita,SALE-APAR-543,90.0,2.0,golden nest,11100000.0,Sale,Fully Furnished
CL-1268,Zaitra Kalita,SALE-APAR-954,90.0,2.0,shanti nagar,11200000.0,Sale,Semi-Furnished
CL-1268,Zaitra Kalita,SALE-APAR-995,90.0,2.0,bhayandar west,12000000.0,Sale,Semi-Furnished
CL-1268,Zaitra Kalita,SALE-APAR-109,85.0,2.0,golden nest,12200000.0,Sale,Semi-Furnished
CL-1268,Zaitra Kalita,SALE-APAR-110,85.0,2.0,beverly park,9800000.0,Sale,Semi-Furnished
CL-1268,Zaitra Kalita,SALE-APAR-121,85.0,2.0,shivar garden,9300000.0,Sale,Fully Furnished
CL-1268,Zaitra Kalita,SALE-APAR-147,85.0,2.0,jesal park,10400000.0,Sale,Fully Furnished
CL-1268,Zaitra Kalita,SALE-APAR-185,85.0,2.0,golden nest,9000000.0,Sale,Unfurnished
CL-1269,Quincy Sura,RENT-APAR-883,80.0,2.0,mira road east,37000.0,Rent,Fully Furnished
CL-1269,Quincy Sura,RENT-APAR-955,80.0,2.0,bhayandar west,35000.0,Rent,Unfurnished
CL-1269,Quincy Sura,RENT-APAR-444,75.0,2.0,bhayandar east,30000.0,Rent,Unfurnished
CL-1269,Quincy Sura,RENT-APAR-494,75.0,2.0,mira road east,37000.0,Rent,Fully Furnished
CL-1269,Quincy Sura,RENT-APAR-706,75.0,2.0,bhayandar east,25000.0,Rent,Semi-Furnished
CL-1269,Quincy Sura,RENT-APAR-1074,75.0,1.0,mira road east,19000.0,Rent,Unfurnished
CL-1269,Quincy Sura,RENT-APAR-272,70.0,2.0,beverly park,35000.0,Rent,Unfurnished
CL-1269,Quincy Sura,RENT-APAR-341,70.0,2.0,beverly park,26000.0,Rent,Unfurnished
CL-1269,Quincy Sura,RENT-APAR-575,70.0,2.0,shivar garden,28000.0,Rent,Unfurnished
CL-1269,Quincy Sura,RENT-APAR-576,70.0,2.0,shanti nagar,35000.0,Rent,Unfurnished
CL-1270,Yashodhara Palan,RENT-APAR-1023,90.0,2.0,bhayandar east,25000.0,Rent,Fully Furnished
CL-1270,Yashodhara Palan,RENT-APAR-706,85.0,2.0,bhayandar east,25000.0,Rent,Semi-Furnished
CL-1270,Yashodhara Palan,RENT-APAR-444,80.0,2.0,bhayandar east,30000.0,Rent,Unfurnished
CL-1270,Yashodhara Palan,RENT-APAR-629,80.0,2.0,bhayandar east,28000.0,Rent,Semi-Furnished
CL-1270,Yashodhara Palan,RENT-APAR-162,65.0,2.0,naya nagar,33000.0,Rent,Fully Furnished
CL-1270,Yashodhara Palan,RENT-APAR-421,65.0,1.0,bhayandar east,15000.0,Rent,Unfurnished
CL-1270,Yashodhara Palan,RENT-APAR-575,65.0,2.0,shivar garden,28000.0,Rent,Unfurnished
CL-1270,Yashodhara Palan,RENT-APAR-601,65.0,1.0,mira road east,25000.0,Rent,Fully Furnished
CL-1270,Yashodhara Palan,RENT-APAR-730,65.0,2.0,golden nest,28000.0,Rent,Unfurnished
CL-1270,Yashodhara Palan,RENT-APAR-911,65.0,1.0,bhayandar east,22000.0,Rent,Unfurnished
CL-1271,Parth Madan,RENT-APAR-297,100.0,3.0,bhayandar east,48000.0,Rent,Fully Furnished
CL-1271,Parth Madan,RENT-APAR-223,80.0,4.0,bhayandar east,43000.0,Rent,Semi-Furnished
CL-1271,Parth Madan,RENT-APAR-350,80.0,3.0,bhayandar east,51000.0,Rent,Unfurnished
CL-1271,Parth Madan,RENT-APAR-877,80.0,3.0,mira road east,43000.0,Rent,Semi-Furnished
CL-1271,Parth Madan,RENT-APAR-705,75.0,3.0,bhayandar west,52000.0,Rent,Unfurnished
CL-1271,Parth Madan,RENT-APAR-800,75.0,4.0,bhayandar east,42000.0,Rent,Semi-Furnished
CL-1271,Parth Madan,RENT-APAR-881,75.0,3.0,mira road east,51000.0,Rent,Unfurnished
CL-1271,Parth Madan,RENT-APAR-1023,75.0,2.0,bhayandar east,25000.0,Rent,Fully Furnished
CL-1271,Parth Madan,RENT-APAR-443,70.0,3.0,kanakia,40000.0,Rent,Fully Furnished
CL-1271,Parth Madan,RENT-APAR-706,70.0,2.0,bhayandar east,25000.0,Rent,Semi-Furnished
CL-1272,Ria Padmanabhan,RENT-APAR-297,90.0,3.0,bhayandar east,48000.0,Rent,Fully Furnished
CL-1272,Ria Padmanabhan,RENT-APAR-350,90.0,3.0,bhayandar east,51000.0,Rent,Unfurnished
CL-1272,Ria Padmanabhan,RENT-APAR-300,85.0,3.0,bhayandar east,57000.0,Rent,Fully Furnished
CL-1272,Ria Padmanabhan,RENT-APAR-424,85.0,3.0,bhayandar east,56000.0,Rent,Fully Furnished
CL-1272,Ria Padmanabhan,RENT-APAR-705,85.0,3.0,bhayandar west,52000.0,Rent,Unfurnished
CL-1272,Ria Padmanabhan,RENT-APAR-881,85.0,3.0,mira road east,51000.0,Rent,Unfurnished
CL-1272,Ria Padmanabhan,RENT-APAR-666,80.0,3.0,bhayandar west,56000.0,Rent,Unfurnished
CL-1272,Ria Padmanabhan,RENT-APAR-113,75.0,3.0,golden nest,55000.0,Rent,Unfurnished
CL-1272,Ria Padmanabhan,RENT-APAR-223,75.0,4.0,bhayandar east,43000.0,Rent,Semi-Furnished
CL-1272,Ria Padmanabhan,RENT-APAR-877,75.0,3.0,mira road east,43000.0,Rent,Semi-Furnished
CL-1273,Ishwar Vohra,RENT-APAR-421,90.0,1.0,bhayandar east,15000.0,Rent,Unfurnished
CL-1273,Ishwar Vohra,RENT-APAR-911,90.0,1.0,bhayandar east,22000.0,Rent,Unfurnished
CL-1273,Ishwar Vohra,RENT-APAR-354,80.0,1.0,bhayandar west,21000.0,Rent,Unfurnished
CL-1273,Ishwar Vohra,RENT-APAR-474,80.0,1.0,bhayandar west,24000.0,Rent,Unfurnished
CL-1273,Ishwar Vohra,RENT-APAR-1074,80.0,1.0,mira road east,19000.0,Rent,Unfurnished
CL-1273,Ishwar Vohra,RENT-APAR-791,75.0,1.0,bhayandar east,19000.0,Rent,Semi-Furnished
CL-1273,Ishwar Vohra,RENT-APAR-201,70.0,1.0,bhayandar west,15000.0,Rent,Semi-Furnished
CL-1273,Ishwar Vohra,RENT-APAR-205,70.0,1.0,shanti nagar,23000.0,Rent,Unfurnished
CL-1273,Ishwar Vohra,RENT-APAR-209,70.0,1.0,naya nagar,19000.0,Rent,Unfurnished
CL-1273,Ishwar Vohra,RENT-APAR-218,70.0,1.0,jesal park,22000.0,Rent,Unfurnished
CL-1274,Ishwar Sandhu,SALE-APAR-254,90.0,1.0,bhayandar west,4500000.0,Sale,Semi-Furnished
CL-1274,Ishwar Sandhu,SALE-APAR-972,90.0,1.0,bhayandar west,4600000.0,Sale,Fully Furnished
CL-1274,Ishwar Sandhu,SALE-APAR-294,80.0,1.0,bhayandar east,4900000.0,Sale,Unfurnished
CL-1274,Ishwar Sandhu,SALE-APAR-192,70.0,1.0,shivar garden,4500000.0,Sale,Semi-Furnished
CL-1274,Ishwar Sandhu,SALE-APAR-290,70.0,1.0,naya nagar,5000000.0,Sale,Semi-Furnished
CL-1274,Ishwar Sandhu,SALE-APAR-326,70.0,1.0,golden nest,4500000.0,Sale,Fully Furnished
CL-1274,Ishwar Sandhu,SALE-APAR-638,70.0,1.0,golden nest,5000000.0,Sale,Semi-Furnished
CL-1274,Ishwar Sandhu,SALE-APAR-692,70.0,1.0,kanakia,4900000.0,Sale,Semi-Furnished
CL-1274,Ishwar Sandhu,SALE-APAR-708,70.0,1.0,beverly park,5200000.0,Sale,Fully Furnished
CL-1274,Ishwar Sandhu,SALE-APAR-1009,70.0,1.0,kanakia,5000000.0,Sale,Semi-Furnished
CL-1275,Osha Nanda,SALE-APAR-120,90.0,1.0,naya nagar,6700000.0,Sale,Fully Furnished
CL-1275,Osha Nanda,SALE-APAR-180,90.0,1.0,mira road east,5600000.0,Sale,Semi-Furnished
CL-1275,Osha Nanda,SALE-APAR-365,90.0,1.0,beverly park,6900000.0,Sale,Fully Furnished
CL-1275,Osha Nanda,SALE-APAR-490,90.0,1.0,mira road east,6600000.0,Sale,Unfurnished
CL-1275,Osha Nanda,SALE-APAR-528,90.0,1.0,bhayandar east,6500000.0,Sale,Semi-Furnished
CL-1275,Osha Nanda,SALE-APAR-582,90.0,1.0,kanakia,6300000.0,Sale,Fully Furnished
CL-1275,Osha Nanda,SALE-APAR-591,90.0,1.0,golden nest,6900000.0,Sale,Fully Furnished
CL-1275,Osha Nanda,SALE-APAR-633,90.0,1.0,bhayandar west,5900000.0,Sale,Semi-Furnished
CL-1275,Osha Nanda,SALE-APAR-747,90.0,1.0,kanakia,5800000.0,Sale,Fully Furnished
CL-1275,Osha Nanda,SALE-APAR-770,90.0,1.0,mira road east,6300000.0,Sale,Unfurnished
CL-1276,Kavya Varma,SALE-APAR-579,85.0,3.0,bhayandar east,17000000.0,Sale,Unfurnished
CL-1276,Kavya Varma,SALE-APAR-145,80.0,3.0,mira road east,22500000.0,Sale,Fully Furnished
CL-1276,Kavya Varma,SALE-APAR-363,80.0,4.0,bhayandar east,21400000.0,Sale,Semi-Furnished
CL-1276,Kavya Varma,SALE-APAR-1024,80.0,3.0,bhayandar west,20500000.0,Sale,Fully Furnished
CL-1276,Kavya Varma,SALE-APAR-234,70.0,4.0,mira road east,18800000.0,Sale,Unfurnished
CL-1276,Kavya Varma,SALE-APAR-271,70.0,3.0,bhayandar west,21200000.0,Sale,Semi-Furnished
CL-1276,Kavya Varma,SALE-APAR-289,70.0,4.0,bhayandar west,19000000.0,Sale,Unfurnished
CL-1276,Kavya Varma,SALE-APAR-425,70.0,3.0,jesal park,20100000.0,Sale,Unfurnished
CL-1276,Kavya Varma,SALE-APAR-453,70.0,3.0,shivar garden,20000000.0,Sale,Fully Furnished
CL-1276,Kavya Varma,SALE-APAR-509,70.0,4.0,bhayandar west,21000000.0,Sale,Semi-Furnished
CL-1277,Tanmayi Pandit,SALE-APAR-389,90.0,3.0,golden nest,16600000.0,Sale,Unfurnished
CL-1277,Tanmayi Pandit,SALE-APAR-579,90.0,3.0,bhayandar east,17000000.0,Sale,Unfurnished
CL-1277,Tanmayi Pandit,SALE-APAR-552,80.0,2.0,jesal park,14400000.0,Sale,Fully Furnished
CL-1277,Tanmayi Pandit,SALE-APAR-618,80.0,2.0,beverly park,13900000.0,Sale,Fully Furnished
CL-1277,Tanmayi Pandit,SALE-APAR-673,80.0,4.0,kanakia,15000000.0,Sale,Unfurnished
CL-1277,Tanmayi Pandit,SALE-APAR-749,80.0,4.0,golden nest,15900000.0,Sale,Unfurnished
CL-1277,Tanmayi Pandit,SALE-APAR-912,80.0,4.0,shivar garden,15200000.0,Sale,Unfurnished
CL-1277,Tanmayi Pandit,SALE-APAR-1075,80.0,4.0,mira road east,16600000.0,Sale,Unfurnished
CL-1277,Tanmayi Pandit,SALE-APAR-1084,80.0,2.0,beverly park,14000000.0,Sale,Unfurnished
CL-1277,Tanmayi Pandit,SALE-APAR-460,75.0,2.0,mira road east,10200000.0,Sale,Unfurnished
CL-1278,Bina Talwar,SALE-APAR-180,90.0,1.0,mira road east,5600000.0,Sale,Semi-Furnished
CL-1278,Bina Talwar,SALE-APAR-770,90.0,1.0,mira road east,6300000.0,Sale,Unfurnished
CL-1278,Bina Talwar,SALE-APAR-528,80.0,1.0,bhayandar east,6500000.0,Sale,Semi-Furnished
CL-1278,Bina Talwar,SALE-APAR-633,80.0,1.0,bhayandar west,5900000.0,Sale,Semi-Furnished
CL-1278,Bina Talwar,SALE-APAR-1086,80.0,1.0,bhayandar west,6300000.0,Sale,Semi-Furnished
CL-1278,Bina Talwar,SALE-APAR-254,75.0,1.0,bhayandar west,4500000.0,Sale,Semi-Furnished
CL-1278,Bina Talwar,SALE-APAR-294,75.0,1.0,bhayandar east,4900000.0,Sale,Unfurnished
CL-1278,Bina Talwar,SALE-APAR-972,75.0,1.0,bhayandar west,4600000.0,Sale,Fully Furnished
CL-1278,Bina Talwar,SALE-APAR-582,70.0,1.0,kanakia,6300000.0,Sale,Fully Furnished
CL-1278,Bina Talwar,SALE-APAR-708,70.0,1.0,beverly park,5200000.0,Sale,Fully Furnished
CL-1279,Hemani Nori,SALE-APAR-254,80.0,1.0,bhayandar west,4500000.0,Sale,Semi-Furnished
CL-1279,Hemani Nori,SALE-APAR-294,80.0,1.0,bhayandar east,4900000.0,Sale,Unfurnished
CL-1279,Hemani Nori,SALE-APAR-972,80.0,1.0,bhayandar west,4600000.0,Sale,Fully Furnished
CL-1279,Hemani Nori,SALE-APAR-192,70.0,1.0,shivar garden,4500000.0,Sale,Semi-Furnished
CL-1279,Hemani Nori,SALE-APAR-290,70.0,1.0,naya nagar,5000000.0,Sale,Semi-Furnished
CL-1279,Hemani Nori,SALE-APAR-326,70.0,1.0,golden nest,4500000.0,Sale,Fully Furnished
CL-1279,Hemani Nori,SALE-APAR-638,70.0,1.0,golden nest,5000000.0,Sale,Semi-Furnished
CL-1279,Hemani Nori,SALE-APAR-692,70.0,1.0,kanakia,4900000.0,Sale,Semi-Furnished
CL-1279,Hemani Nori,SALE-APAR-1009,70.0,1.0,kanakia,5000000.0,Sale,Semi-Furnished
CL-1279,Hemani Nori,SALE-APAR-180,60.0,1.0,mira road east,5600000.0,Sale,Semi-Furnished
CL-1280,Jack Lata,SALE-APAR-465,90.0,2.0,jesal park,10800000.0,Sale,Semi-Furnished
CL-1280,Jack Lata,SALE-APAR-526,90.0,2.0,bhayandar east,11000000.0,Sale,Fully Furnished
CL-1280,Jack Lata,SALE-APAR-543,90.0,2.0,golden nest,11100000.0,Sale,Fully Furnished
CL-1280,Jack Lata,SALE-APAR-954,90.0,2.0,shanti nagar,11200000.0,Sale,Semi-Furnished
CL-1280,Jack Lata,SALE-APAR-995,90.0,2.0,bhayandar west,12000000.0,Sale,Semi-Furnished
CL-1280,Jack Lata,SALE-APAR-109,85.0,2.0,golden nest,12200000.0,Sale,Semi-Furnished
CL-1280,Jack Lata,SALE-APAR-110,85.0,2.0,beverly park,9800000.0,Sale,Semi-Furnished
CL-1280,Jack Lata,SALE-APAR-121,85.0,2.0,shivar garden,9300000.0,Sale,Fully Furnished
CL-1280,Jack Lata,SALE-APAR-147,85.0,2.0,jesal park,10400000.0,Sale,Fully Furnished
CL-1280,Jack Lata,SALE-APAR-185,85.0,2.0,golden nest,9000000.0,Sale,Unfurnished
CL-1281,Yug Nagar,SALE-APAR-579,85.0,3.0,bhayandar east,17000000.0,Sale,Unfurnished
CL-1281,Yug Nagar,SALE-APAR-145,80.0,3.0,mira road east,22500000.0,Sale,Fully Furnished
CL-1281,Yug Nagar,SALE-APAR-363,80.0,4.0,bhayandar east,21400000.0,Sale,Semi-Furnished
CL-1281,Yug Nagar,SALE-APAR-1024,80.0,3.0,bhayandar west,20500000.0,Sale,Fully Furnished
CL-1281,Yug Nagar,SALE-APAR-234,70.0,4.0,mira road east,18800000.0,Sale,Unfurnished
CL-1281,Yug Nagar,SALE-APAR-271,70.0,3.0,bhayandar west,21200000.0,Sale,Semi-Furnished
CL-1281,Yug Nagar,SALE-APAR-289,70.0,4.0,bhayandar west,19000000.0,Sale,Unfurnished
CL-1281,Yug Nagar,SALE-APAR-425,70.0,3.0,jesal park,20100000.0,Sale,Unfurnished
CL-1281,Yug Nagar,SALE-APAR-453,70.0,3.0,shivar garden,20000000.0,Sale,Fully Furnished
CL-1281,Yug Nagar,SALE-APAR-509,70.0,4.0,bhayandar west,21000000.0,Sale,Semi-Furnished
CL-1282,Chaitanya Shukla,SALE-APAR-460,75.0,2.0,mira road east,10200000.0,Sale,Unfurnished
CL-1282,Chaitanya Shukla,SALE-APAR-517,70.0,2.0,mira road east,8500000.0,Sale,Semi-Furnished
CL-1282,Chaitanya Shukla,SALE-APAR-995,70.0,2.0,bhayandar west,12000000.0,Sale,Semi-Furnished
CL-1282,Chaitanya Shukla,SALE-SHOP-492,65.0,,mira road east,14100000.0,Sale,Unfurnished
CL-1282,Chaitanya Shukla,SALE-APAR-526,65.0,2.0,bhayandar east,11000000.0,Sale,Fully Furnished
CL-1282,Chaitanya Shukla,SALE-SHOP-729,65.0,,mira road east,14600000.0,Sale,Unfurnished
CL-1282,Chaitanya Shukla,SALE-SHOP-989,65.0,,mira road east,12400000.0,Sale,Unfurnished
CL-1282,Chaitanya Shukla,SALE-APAR-1093,65.0,2.0,bhayandar west,14200000.0,Sale,Semi-Furnished
CL-1282,Chaitanya Shukla,SALE-APAR-145,60.0,3.0,mira road east,22500000.0,Sale,Fully Furnished
CL-1282,Chaitanya Shukla,SALE-BUNG-279,60.0,3.0,mira road east,42600000.0,Sale,Fully Furnished
CL-1283,Charan Bandi,RENT-APAR-1023,85.0,2.0,bhayandar east,25000.0,Rent,Fully Furnished
CL-1283,Charan Bandi,RENT-APAR-706,80.0,2.0,bhayandar east,25000.0,Rent,Semi-Furnished
CL-1283,Charan Bandi,RENT-APAR-444,70.0,2.0,bhayandar east,30000.0,Rent,Unfurnished
CL-1283,Charan Bandi,RENT-APAR-474,70.0,1.0,bhayandar west,24000.0,Rent,Unfurnished
CL-1283,Charan Bandi,RENT-APAR-601,70.0,1.0,mira road east,25000.0,Rent,Fully Furnished
CL-1283,Charan Bandi,RENT-APAR-629,70.0,2.0,bhayandar east,28000.0,Rent,Semi-Furnished
CL-1283,Charan Bandi,RENT-APAR-1094,70.0,1.0,bhayandar west,18000.0,Rent,Semi-Furnished
CL-1283,Charan Bandi,RENT-APAR-201,65.0,1.0,bhayandar west,15000.0,Rent,Semi-Furnished
CL-1283,Charan Bandi,RENT-APAR-341,65.0,2.0,beverly park,26000.0,Rent,Unfurnished
CL-1283,Charan Bandi,RENT-APAR-354,65.0,1.0,bhayandar west,21000.0,Rent,Unfurnished
CL-1284,Abha Bhakta,SALE-APAR-517,80.0,2.0,mira road east,8500000.0,Sale,Semi-Furnished
CL-1284,Abha Bhakta,SALE-APAR-633,75.0,1.0,bhayandar west,5900000.0,Sale,Semi-Furnished
CL-1284,Abha Bhakta,SALE-APAR-1086,75.0,1.0,bhayandar west,6300000.0,Sale,Semi-Furnished
CL-1284,Abha Bhakta,SALE-APAR-185,70.0,2.0,golden nest,9000000.0,Sale,Unfurnished
CL-1284,Abha Bhakta,SALE-APAR-196,70.0,1.0,bhayandar east,7200000.0,Sale,Unfurnished
CL-1284,Abha Bhakta,SALE-APAR-254,70.0,1.0,bhayandar west,4500000.0,Sale,Semi-Furnished
CL-1284,Abha Bhakta,SALE-APAR-697,70.0,2.0,jesal park,8100000.0,Sale,Unfurnished
CL-1284,Abha Bhakta,SALE-APAR-722,70.0,2.0,jesal park,8100000.0,Sale,Semi-Furnished
CL-1284,Abha Bhakta,SALE-APAR-805,70.0,2.0,beverly park,8900000.0,Sale,Semi-Furnished
CL-1284,Abha Bhakta,SALE-APAR-972,70.0,1.0,bhayandar west,4600000.0,Sale,Fully Furnished
CL-1285,Keya Sani,SALE-APAR-1024,90.0,3.0,bhayandar west,20500000.0,Sale,Fully Furnished
CL-1285,Keya Sani,SALE-APAR-289,80.0,4.0,bhayandar west,19000000.0,Sale,Unfurnished
CL-1285,Keya Sani,SALE-APAR-493,80.0,4.0,bhayandar west,18300000.0,Sale,Fully Furnished
CL-1285,Keya Sani,SALE-APAR-509,80.0,4.0,bhayandar west,21000000.0,Sale,Semi-Furnished
CL-1285,Keya Sani,SALE-APAR-579,80.0,3.0,bhayandar east,17000000.0,Sale,Unfurnished
CL-1285,Keya Sani,SALE-APAR-234,70.0,4.0,mira road east,18800000.0,Sale,Unfurnished
CL-1285,Keya Sani,SALE-APAR-425,70.0,3.0,jesal park,20100000.0,Sale,Unfurnished
CL-1285,Keya Sani,SALE-APAR-453,70.0,3.0,shivar garden,20000000.0,Sale,Fully Furnished
CL-1285,Keya Sani,SALE-APAR-658,70.0,3.0,kanakia,21000000.0,Sale,Fully Furnished
CL-1285,Keya Sani,SALE-APAR-695,70.0,3.0,golden nest,17300000.0,Sale,Semi-Furnished
CL-1286,Qasim Sarin,SALE-APAR-528,90.0,1.0,bhayandar east,6500000.0,Sale,Semi-Furnished
CL-1286,Qasim Sarin,SALE-APAR-294,85.0,1.0,bhayandar east,4900000.0,Sale,Unfurnished
CL-1286,Qasim Sarin,SALE-APAR-180,80.0,1.0,mira road east,5600000.0,Sale,Semi-Furnished
CL-1286,Qasim Sarin,SALE-APAR-633,80.0,1.0,bhayandar west,5900000.0,Sale,Semi-Furnished
CL-1286,Qasim Sarin,SALE-APAR-770,80.0,1.0,mira road east,6300000.0,Sale,Unfurnished
CL-1286,Qasim Sarin,SALE-APAR-1086,80.0,1.0,bhayandar west,6300000.0,Sale,Semi-Furnished
CL-1286,Qasim Sarin,SALE-APAR-254,75.0,1.0,bhayandar west,4500000.0,Sale,Semi-Furnished
CL-1286,Qasim Sarin,SALE-APAR-972,75.0,1.0,bhayandar west,4600000.0,Sale,Fully Furnished
CL-1286,Qasim Sarin,SALE-APAR-582,70.0,1.0,kanakia,6300000.0,Sale,Fully Furnished
CL-1286,Qasim Sarin,SALE-APAR-708,70.0,1.0,beverly park,5200000.0,Sale,Fully Furnished
CL-1287,Warda Randhawa,RENT-APAR-297,97.0,3.0,bhayandar east,48000.0,Rent,Fully Furnished
CL-1287,Warda Randhawa,RENT-APAR-300,92.0,3.0,bhayandar east,57000.0,Rent,Fully Furnished
CL-1287,Warda Randhawa,RENT-APAR-424,92.0,3.0,bhayandar east,56000.0,Rent,Fully Furnished
CL-1287,Warda Randhawa,RENT-APAR-223,85.0,4.0,bhayandar east,43000.0,Rent,Semi-Furnished
CL-1287,Warda Randhawa,RENT-APAR-877,85.0,3.0,mira road east,43000.0,Rent,Semi-Furnished
CL-1287,Warda Randhawa,RENT-APAR-350,80.0,3.0,bhayandar east,51000.0,Rent,Unfurnished
CL-1287,Warda Randhawa,RENT-APAR-706,80.0,2.0,bhayandar east,25000.0,Rent,Semi-Furnished
CL-1287,Warda Randhawa,RENT-APAR-800,80.0,4.0,bhayandar east,42000.0,Rent,Semi-Furnished
CL-1287,Warda Randhawa,RENT-APAR-809,80.0,3.0,mira road east,55000.0,Rent,Semi-Furnished
CL-1287,Warda Randhawa,RENT-APAR-446,75.0,3.0,beverly park,41000.0,Rent,Semi-Furnished
CL-1288,Anay Bhatia,RENT-APAR-201,90.0,1.0,bhayandar west,15000.0,Rent,Semi-Furnished
CL-1288,Anay Bhatia,RENT-APAR-1094,90.0,1.0,bhayandar west,18000.0,Rent,Semi-Furnished
CL-1288,Anay Bhatia,RENT-APAR-354,80.0,1.0,bhayandar west,21000.0,Rent,Unfurnished
CL-1288,Anay Bhatia,RENT-APAR-474,80.0,1.0,bhayandar west,24000.0,Rent,Unfurnished
CL-1288,Anay Bhatia,RENT-APAR-319,75.0,1.0,shivar garden,23000.0,Rent,Semi-Furnished
CL-1288,Anay Bhatia,RENT-APAR-791,75.0,1.0,bhayandar east,19000.0,Rent,Semi-Furnished
CL-1288,Anay Bhatia,RENT-APAR-1006,75.0,1.0,kanakia,17000.0,Rent,Semi-Furnished
CL-1288,Anay Bhatia,RENT-APAR-403,72.0,1.0,jesal park,15000.0,Rent,Fully Furnished
CL-1288,Anay Bhatia,RENT-APAR-609,72.0,1.0,mira road east,18000.0,Rent,Fully Furnished
CL-1288,Anay Bhatia,RENT-APAR-888,72.0,1.0,kanakia,20000.0,Rent,Fully Furnished
CL-1289,Ladli Dhillon,SALE-APAR-254,90.0,1.0,bhayandar west,4500000.0,Sale,Semi-Furnished
CL-1289,Ladli Dhillon,SALE-APAR-972,90.0,1.0,bhayandar west,4600000.0,Sale,Fully Furnished
CL-1289,Ladli Dhillon,SALE-APAR-294,80.0,1.0,bhayandar east,4900000.0,Sale,Unfurnished
CL-1289,Ladli Dhillon,SALE-APAR-192,70.0,1.0,shivar garden,4500000.0,Sale,Semi-Furnished
CL-1289,Ladli Dhillon,SALE-APAR-290,70.0,1.0,naya nagar,5000000.0,Sale,Semi-Furnished
